idsolicitud,fechahora,idusuario,descontado,totalentregado
"000018159","2022-01-31 10:58:11","XGOMEZ12","235.40","1000.00"
"000018160","2022-01-31 10:51:49","JMEZA","227.40","700.00"
"000018161","2022-01-31 10:52:57","XGOMEZ12","8.00","5000.00"
"000018162","2022-01-31 11:42:11","JMEZA","636.00","2500.00"
"000018163","2022-01-31 11:06:24","JMEZA","128.30","300.00"
"000018164","2022-01-31 10:56:42","JMEZA","3.00","700.00"
"000018166","2022-01-31 11:27:41","LUGAZ09","1.00","1000.00"
"000018167","2022-01-31 12:07:31","JMEZA","155.60","800.00"
"000018168","2022-01-31 11:31:35","JMEZA","3.10","300.00"
"000018169","2022-01-31 11:46:59","JMEZA","254.60","1000.00"
"000018171","2022-01-31 11:48:48","JMEZA","218.60","1000.00"
"000018172","2022-01-31 11:51:27","JMEZA","307.20","1200.00"
"000018174","2022-01-31 11:54:20","JMEZA","1.00","100.00"
"000018175","2022-01-31 16:12:32","kespiritu","4.60","500.00"
"000018176","2022-01-31 10:42:01","JMEZA","183.20","500.00"
"000018177","2022-01-31 11:38:23","JMEZA","2.80","300.00"
"000018178","2022-01-31 13:06:42","XGOMEZ12","2.00","1500.00"
"000018179","2022-01-31 12:31:02","LUGAZ09","2.00","1200.00"
"000018181","2022-01-31 12:46:00","LUGAZ09","1.00","400.00"
"000018182","2022-01-31 19:40:48","GUIPOMA","1.00","200.00"
"000018183","2022-01-31 18:26:17","LUGAZ09","3.00","3000.00"
"000018184","2022-01-31 15:17:36","LUGAZ09","220.20","3000.00"
"000018186","2022-01-31 17:40:55","XGOMEZ12","14.60","1000.00"
"000018187","2022-01-31 17:36:23","XGOMEZ12","1.00","500.00"
"000018188","2022-01-31 17:49:55","LUGAZ09","1099.20","5000.00"
"000018189","2022-02-01 12:12:50","LUGAZ09","3.00","3000.00"
"000018190","2022-01-31 18:49:41","LUGAZ09","1532.40","10000.00"
"000018191","2022-01-31 19:23:56","GUIPOMA","1.00","1000.00"
"000018192","2022-02-01 18:18:23","LUGAZ09","429.60","1500.00"
"000018193","2022-02-01 18:48:56","LUGAZ09","18.20","500.00"
"000018194","2022-01-31 18:12:55","XGOMEZ12","1.00","500.00"
"000018195","2022-02-01 18:26:18","LUGAZ09","171.00","1000.00"
"000018196","2022-01-31 18:51:34","XGOMEZ12","0.00","730.00"
"000018197","2022-01-31 19:17:32","LUGAZ09","1.30","400.00"
"000018198","2022-01-31 19:55:12","LUGAZ09","292.40","1500.00"
"000018199","2022-01-31 19:05:28","LUGAZ09","2.00","1300.00"
"000018200","2022-01-31 19:28:54","JMEZA","1.60","500.00"
"000018201","2022-02-01 15:58:09","LUGAZ09","684.10","2500.00"
"000018202","2022-02-01 10:12:31","XGOMEZ12","1583.00","6000.00"
"000018203","2022-02-01 10:06:55","XGOMEZ12","86.60","500.00"
"000018204","2022-02-01 11:02:21","JMEZA","2.80","600.00"
"000018205","2022-02-01 10:05:32","XGOMEZ12","19.80","600.00"
"000018206","2022-02-01 10:09:56","XGOMEZ12","212.00","2000.00"
"000018207","2022-02-01 18:53:35","LUGAZ09","1.00","850.00"
"000018208","2022-02-01 11:37:46","XGOMEZ12","0.00","600.00"
"000018209","2022-02-01 12:03:29","JMEZA","1.90","200.00"
"000018210","2022-02-01 10:19:30","JMEZA","204.60","700.00"
"000018211","2022-02-01 10:54:43","JMEZA","1.00","500.00"
"000018212","2022-02-01 18:05:10","GUIPOMA","1.00","1000.00"
"000018213","2022-02-02 11:28:57","JMEZA","1.00","1000.00"
"000018214","2022-02-02 11:29:33","JMEZA","1.00","600.00"
"000018215","2022-02-01 16:07:33","GUIPOMA","1.00","800.00"
"000018216","2022-02-01 19:24:10","JMEZA","1.00","1000.00"
"000018217","2022-02-01 17:53:42","GUIPOMA","1.00","700.00"
"000018218","2022-02-02 10:07:13","GUIPOMA","2.00","2000.00"
"000018219","2022-02-01 18:13:29","GUIPOMA","1.00","1000.00"
"000018220","2022-02-01 18:39:28","GUIPOMA","1.00","1000.00"
"000018221","2022-02-01 18:31:24","LUGAZ09","1.00","700.00"
"000018222","2022-02-02 10:36:14","kespiritu","4.90","400.00"
"000018223","2022-02-02 11:37:08","kespiritu","3.20","1500.00"
"000018224","2022-02-04 11:15:11","LUGAZ09","1.00","600.00"
"000018226","2022-02-02 09:41:11","LUGAZ09","36.20","1000.00"
"000018227","2022-02-02 10:33:25","kespiritu","1094.00","4000.00"
"000018228","2022-02-02 10:34:53","kespiritu","1.00","800.00"
"000018229","2022-02-02 09:35:45","LUGAZ09","181.80","1000.00"
"000018230","2022-02-02 10:24:59","kespiritu","682.00","5000.00"
"000018232","2022-02-02 10:26:42","kespiritu","215.20","1200.00"
"000018233","2022-02-02 10:29:14","kespiritu","63.80","300.00"
"000018234","2022-02-02 10:02:38","XGOMEZ12","1.40","1000.00"
"000018235","2022-02-02 10:59:58","JMEZA","6.00","3000.00"
"000018236","2022-02-01 19:27:51","JMEZA","254.20","1000.00"
"000018237","2022-02-02 10:05:13","XGOMEZ12","2.00","2000.00"
"000018238","2022-02-02 10:12:43","LUGAZ09","1.00","500.00"
"000018239","2022-02-03 12:06:56","LUGAZ09","1.00","1000.00"
"000018240","2022-02-02 17:41:33","XGOMEZ12","1180.10","2000.00"
"000018241","2022-02-02 20:00:19","XGOMEZ12","0.00","1500.00"
"000018242","2022-02-02 11:04:00","XGOMEZ12","1074.00","4000.00"
"000018243","2022-02-02 10:41:04","kespiritu","1.00","400.00"
"000018244","2022-02-02 10:08:15","LUGAZ09","503.80","2000.00"
"000018245","2022-02-02 11:08:29","JMEZA","95.80","3000.00"
"000018246","2022-02-02 11:55:35","JMEZA","2.00","2000.00"
"000018247","2022-02-03 10:23:56","JMEZA","1.90","200.00"
"000018248","2022-02-02 11:11:51","JMEZA","96.90","400.00"
"000018250","2022-02-02 11:15:07","JMEZA","1.00","700.00"
"000018251","2022-02-02 11:10:04","XGOMEZ12","1.00","300.00"
"000018252","2022-02-02 12:56:57","GUIPOMA","1.00","500.00"
"000018253","2022-02-02 13:03:15","GUIPOMA","1.00","1000.00"
"000018254","2022-02-02 16:30:20","GUIPOMA","2.00","1500.00"
"000018256","2022-02-02 18:27:03","GUIPOMA","1.00","200.00"
"000018257","2022-02-03 10:01:44","JMEZA","1.00","200.00"
"000018258","2022-02-02 19:04:10","GUIPOMA","2.00","2000.00"
"000018259","2022-02-03 11:03:08","XGOMEZ12","24.90","300.00"
"000018260","2022-02-03 10:55:55","XGOMEZ12","1.00","500.00"
"000018262","2022-02-03 12:13:50","LUGAZ09","31.30","400.00"
"000018263","2022-02-03 09:47:47","LUGAZ09","178.50","800.00"
"000018267","2022-02-03 10:12:21","LUGAZ09","72.70","1000.00"
"000018268","2022-02-03 11:01:17","LUGAZ09","1.00","900.00"
"000018269","2022-02-03 11:20:40","XGOMEZ12","48.00","300.00"
"000018270","2022-02-03 10:53:52","XGOMEZ12","1.00","500.00"
"000018271","2022-02-03 11:10:31","XGOMEZ12","50.80","700.00"
"000018273","2022-02-03 11:29:52","LUGAZ09","273.50","1000.00"
"000018275","2022-02-03 10:01:51","LUGAZ09","1.00","500.00"
"000018276","2022-02-03 10:30:18","LUGAZ09","25.30","500.00"
"000018278","2022-02-03 10:23:41","LUGAZ09","265.10","1000.00"
"000018279","2022-02-03 10:44:49","LUGAZ09","489.10","1500.00"
"000018280","2022-02-03 11:15:36","XGOMEZ12","2.00","2000.00"
"000018281","2022-02-03 11:04:45","XGOMEZ12","1.00","300.00"
"000018282","2022-02-03 12:02:13","LUGAZ09","27.80","500.00"
"000018283","2022-02-03 10:55:45","LUGAZ09","274.50","5000.00"
"000018284","2022-02-03 09:50:18","JMEZA","286.00","800.00"
"000018285","2022-02-03 11:12:18","XGOMEZ12","1.00","500.00"
"000018286","2022-02-03 10:19:52","LUGAZ09","45.80","700.00"
"000018287","2022-02-03 10:04:33","JMEZA","6.00","1100.00"
"000018288","2022-02-03 11:14:26","XGOMEZ12","1.00","500.00"
"000018289","2022-02-03 09:55:26","JMEZA","254.00","700.00"
"000018290","2022-02-03 10:07:47","JMEZA","3.70","500.00"
"000018291","2022-02-03 17:11:52","GUIPOMA","1.00","1000.00"
"000018292","2022-02-03 11:19:03","XGOMEZ12","1.00","500.00"
"000018293","2022-02-08 09:54:39","XGOMEZ12","1.00","200.00"
"000018294","2022-02-03 18:55:23","kespiritu","0.00","1000.00"
"000018295","2022-02-03 11:25:29","XGOMEZ12","286.00","2500.00"
"000018296","2022-02-03 18:21:03","LUGAZ09","634.00","3000.00"
"000018297","2022-02-03 11:40:42","kespiritu","0.00","500.00"
"000018298","2022-02-03 18:21:14","GUIPOMA","1.00","500.00"
"000018299","2022-02-04 10:46:05","GUIPOMA","1.00","1000.00"
"000018300","2022-02-03 19:12:59","GUIPOMA","2.00","1500.00"
"000018301","2022-02-04 10:17:22","XGOMEZ12","112.60","1500.00"
"000018302","2022-02-03 18:09:16","JMEZA","85.60","1000.00"
"000018304","2022-02-04 10:47:14","jmeza","1.00","850.00"
"000018305","2022-02-04 17:55:59","GUIPOMA","0.00","2000.00"
"000018306","2022-02-03 19:28:11","GUIPOMA","1.00","1000.00"
"000018307","2022-02-04 10:40:11","jmeza","1.00","300.00"
"000018308","2022-02-04 10:11:53","LUGAZ09","412.60","1500.00"
"000018309","2022-02-04 10:28:56","GUIPOMA","1.00","500.00"
"000018310","2022-02-04 11:05:10","jmeza","1.00","500.00"
"000018311","2022-02-04 11:41:58","XGOMEZ12","1.00","1000.00"
"000018312","2022-02-04 10:05:02","XGOMEZ12","1.00","1000.00"
"000018313","2022-02-04 10:18:28","jmeza","77.50","700.00"
"000018315","2022-02-04 10:00:11","LUGAZ09","443.60","1500.00"
"000018316","2022-02-04 10:07:55","LUGAZ09","185.60","1000.00"
"000018317","2022-02-04 11:03:34","jmeza","1.00","300.00"
"000018318","2022-02-04 10:11:52","XGOMEZ12","786.00","3000.00"
"000018319","2022-02-04 09:54:01","LUGAZ09","164.40","500.00"
"000018320","2022-02-04 10:58:21","jmeza","112.40","400.00"
"000018321","2022-02-04 10:57:46","jmeza","112.40","400.00"
"000018322","2022-02-04 10:25:15","XGOMEZ12","1.00","1000.00"
"000018323","2022-02-04 12:57:24","GUIPOMA","1.00","1000.00"
"000018324","2022-02-04 16:35:42","LUGAZ09","823.50","3000.00"
"000018325","2022-02-04 16:25:32","GUIPOMA","1.00","400.00"
"000018326","2022-02-04 17:26:57","XGOMEZ12","1.00","300.00"
"000018327","2022-02-05 10:35:40","GUIPOMA","1.00","700.00"
"000018328","2022-02-04 17:48:09","LUGAZ09","110.00","400.00"
"000018329","2022-02-05 09:58:07","XGOMEZ12","146.80","2000.00"
"000018330","2022-02-04 18:22:54","JMEZA","139.80","500.00"
"000018331","2022-02-05 09:49:28","XGOMEZ12","1.60","500.00"
"000018332","2022-02-05 10:10:31","GUIPOMA","1.00","1000.00"
"000018333","2022-02-05 10:06:13","XGOMEZ12","1.00","300.00"
"000018334","2022-02-05 10:07:58","XGOMEZ12","77.00","400.00"
"000018335","2022-02-05 09:51:21","XGOMEZ12","129.80","1000.00"
"000018336","2022-02-05 10:12:28","LUGAZ09","31.00","400.00"
"000018337","2022-02-05 12:14:07","LUGAZ09","219.00","800.00"
"000018339","2022-02-05 09:07:01","LUGAZ09","1.00","200.00"
"000018340","2022-02-05 09:12:49","LUGAZ09","1.90","700.00"
"000018341","2022-02-05 10:10:33","XGOMEZ12","181.00","1000.00"
"000018342","2022-02-05 10:38:23","JMEZA","1.00","200.00"
"000018344","2022-02-04 19:35:00","GUIPOMA","3.00","3000.00"
"000018345","2022-02-05 10:34:10","JMEZA","1.30","500.00"
"000018347","2022-02-07 10:33:11","XGOMEZ12","1.00","600.00"
"000018349","2022-02-05 10:04:05","XGOMEZ12","2.50","200.00"
"000018350","2022-02-05 10:10:17","JMEZA","1.00","400.00"
"000018351","2022-02-05 09:21:34","LUGAZ09","1.00","1000.00"
"000018352","2022-02-05 10:23:55","XGOMEZ12","1.00","700.00"
"000018353","2022-02-05 10:26:49","JMEZA","364.80","1200.00"
"000018354","2022-02-05 10:17:19","JMEZA","4.40","2000.00"
"000018355","2022-02-05 10:32:47","JMEZA","1.00","400.00"
"000018356","2022-02-05 10:23:27","JMEZA","2.80","500.00"
"000018357","2022-02-05 09:45:14","XGOMEZ12","129.80","700.00"
"000018358","2022-02-05 10:42:32","JMEZA","4.60","700.00"
"000018359","2022-02-05 10:15:24","JMEZA","44.30","200.00"
"000018360","2022-02-05 10:21:02","JMEZA","3.80","600.00"
"000018361","2022-02-05 10:39:36","JMEZA","2.00","1100.00"
"000018362","2022-02-05 10:12:57","JMEZA","75.90","700.00"
"000018363","2022-02-05 11:00:26","GUIPOMA","1.00","1000.00"
"000018364","2022-02-05 10:57:12","GUIPOMA","1.00","400.00"
"000018365","2022-02-05 12:36:09","GUIPOMA","3.00","3000.00"
"000018366","2022-02-08 11:46:36","LUGAZ09","133.00","950.00"
"000018367","2022-02-07 09:46:02","LUGAZ09","1.00","400.00"
"000018368","2022-02-05 16:01:10","JMEZA","164.00","1000.00"
"000018369","2022-02-05 17:32:16","JMEZA","1.40","700.00"
"000018370","2022-02-05 17:28:52","JMEZA","1.30","500.00"
"000018371","2022-02-07 10:48:00","LUGAZ09","1.00","700.00"
"000018372","2022-02-07 10:42:13","LUGAZ09","265.20","1200.00"
"000018373","2022-02-07 10:19:14","LUGAZ09","3.00","3000.00"
"000018374","2022-02-07 10:24:36","LUGAZ09","1.30","400.00"
"000018376","2022-02-07 09:40:44","JMEZA","215.10","1000.00"
"000018377","2022-02-07 09:35:05","JMEZA","1.30","700.00"
"000018378","2022-02-07 09:46:54","JMEZA","1.00","600.00"
"000018379","2022-02-07 09:35:55","XGOMEZ12","1.00","1000.00"
"000018380","2022-02-07 12:31:25","LUGAZ09","1.00","500.00"
"000018381","2022-02-07 12:22:28","JMEZA","99.10","300.00"
"000018382","2022-02-07 10:41:04","XGOMEZ12","8.00","6000.00"
"000018383","2022-04-23 10:04:07","yosgonzal","0.00","200.00"
"000018384","2022-02-08 10:18:24","GUIPOMA","1.00","200.00"
"000018385","2022-02-07 17:36:28","GUIPOMA","1.00","400.00"
"000018386","2022-02-07 17:27:56","GUIPOMA","1.00","1000.00"
"000018387","2022-02-08 12:34:05","GUIPOMA","2.00","2000.00"
"000018388","2022-02-07 18:58:02","GUIPOMA","3.00","3000.00"
"000018389","2022-02-07 18:06:14","XGOMEZ12","1.00","500.00"
"000018390","2022-02-07 18:23:58","GUIPOMA","1.00","700.00"
"000018391","2022-02-07 18:17:12","XGOMEZ12","1.00","400.00"
"000018393","2022-02-08 11:07:10","XGOMEZ12","552.60","1500.00"
"000018394","2022-02-08 10:46:43","XGOMEZ12","41.00","1000.00"
"000018395","2022-02-08 10:45:13","XGOMEZ12","214.00","4000.00"
"000018396","2022-02-08 10:39:02","XGOMEZ12","1.00","200.00"
"000018397","2022-02-09 10:58:39","LUGAZ09","4.30","500.00"
"000018399","2022-02-08 10:40:53","XGOMEZ12","1.00","600.00"
"000018400","2022-02-08 10:35:49","XGOMEZ12","2.80","1500.00"
"000018401","2022-02-08 11:20:07","LUGAZ09","1.00","200.00"
"000018402","2022-02-08 10:31:58","JMEZA","163.80","800.00"
"000018403","2022-02-08 10:40:05","JMEZA","139.00","500.00"
"000018404","2022-02-08 10:14:19","JMEZA","439.80","1200.00"
"000018405","2022-02-08 10:29:20","JMEZA","1.30","400.00"
"000018406","2022-02-08 10:26:16","JMEZA","102.40","500.00"
"000018407","2022-02-08 10:37:05","LUGAZ09","759.00","3000.00"
"000018408","2022-02-08 10:44:07","XGOMEZ12","1.00","200.00"
"000018409","2022-02-08 10:18:18","LUGAZ09","4.40","1300.00"
"000018410","2022-02-08 11:53:29","LUGAZ09","1.00","200.00"
"000018411","2022-02-08 10:59:36","XGOMEZ12","1.00","100.00"
"000018413","2022-02-08 15:50:58","LUGAZ09","1.00","1000.00"
"000018414","2022-02-08 10:32:21","GUIPOMA","1.00","500.00"
"000018415","2022-02-08 10:06:41","XGOMEZ12","1.00","500.00"
"000018416","2022-02-08 10:56:59","XGOMEZ12","1.00","700.00"
"000018417","2022-02-16 11:22:38","LUGAZ09","2.20","500.00"
"000018418","2022-02-08 10:37:18","JMEZA","4.30","300.00"
"000018419","2022-02-08 10:10:34","JMEZA","1502.00","5000.00"
"000018420","2022-02-08 10:34:53","JMEZA","26.00","100.00"
"000018421","2022-02-08 10:04:54","JMEZA","2.60","700.00"
"000018424","2022-02-08 09:59:24","JMEZA","88.00","300.00"
"000018425","2022-02-08 15:55:26","LUGAZ09","1.00","1000.00"
"000018426","2022-02-08 10:51:37","XGOMEZ12","4.60","500.00"
"000018427","2022-02-08 10:42:33","XGOMEZ12","735.00","3000.00"
"000018428","2022-02-08 10:50:04","XGOMEZ12","145.80","1000.00"
"000018429","2022-02-08 11:30:19","GUIPOMA","1.00","1000.00"
"000018430","2022-02-08 12:08:24","GUIPOMA","1.00","300.00"
"000018431","2022-02-09 17:00:16","GUIPOMA","1.00","300.00"
"000018432","2022-02-09 15:42:16","LUGAZ09","1.00","500.00"
"000018433","2022-02-08 18:22:23","XGOMEZ12","1.00","400.00"
"000018434","2022-02-08 17:46:54","JMEZA","73.10","600.00"
"000018435","2022-02-09 10:11:42","GUIPOMA","1.00","1000.00"
"000018437","2022-02-09 10:45:58","JMEZA","2.80","200.00"
"000018438","2022-02-09 15:27:45","GUIPOMA","1.00","1000.00"
"000018440","2022-02-09 12:56:58","kespiritu","0.00","1000.00"
"000018441","2022-02-09 10:08:23","XGOMEZ12","2.00","1500.00"
"000018442","2022-02-09 10:33:36","XGOMEZ12","1.00","500.00"
"000018443","2022-02-10 10:35:22","LUGAZ09","1.20","1000.00"
"000018444","2022-02-09 10:37:06","LUGAZ09","274.50","2000.00"
"000018445","2022-02-09 09:59:09","XGOMEZ12","6.20","3000.00"
"000018446","2022-02-09 12:39:47","LUGAZ09","1.00","200.00"
"000018447","2022-02-09 10:03:19","JMEZA","2.00","2000.00"
"000018448","2022-02-09 10:02:51","XGOMEZ12","8.00","6000.00"
"000018449","2022-02-09 17:56:35","JMEZA","8.00","10000.00"
"000018450","2022-02-09 10:09:51","LUGAZ09","1.00","300.00"
"000018452","2022-02-09 10:24:12","JMEZA","1.90","500.00"
"000018453","2022-02-09 10:27:52","JMEZA","3.60","2000.00"
"000018454","2022-02-09 10:41:42","JMEZA","1.00","400.00"
"000018455","2022-02-09 11:20:54","GUIPOMA","2.00","1500.00"
"000018456","2022-02-09 17:10:05","GUIPOMA","2.00","1500.00"
"000018457","2022-02-09 10:56:41","JMEZA","703.40","713.00"
"000018458","2022-02-09 16:21:35","GUIPOMA","1.00","1000.00"
"000018459","2022-02-09 11:42:44","LUGAZ09","1.00","600.00"
"000018460","2022-02-09 18:21:47","GUIPOMA","1.00","1000.00"
"000018461","2022-02-09 18:34:04","GUIPOMA","1.00","600.00"
"000018462","2022-02-09 18:19:38","GUIPOMA","1.00","500.00"
"000018463","2022-02-10 11:18:46","XGOMEZ12","137.70","500.00"
"000018464","2022-02-09 17:54:57","XGOMEZ12","1.00","700.00"
"000018465","2022-02-10 10:46:30","LUGAZ09","44.90","300.00"
"000018466","2022-02-09 19:12:57","GUIPOMA","2.00","2000.00"
"000018467","2022-02-09 18:51:00","JMEZA","3.60","1400.00"
"000018468","2022-02-09 19:17:38","GUIPOMA","8.00","5000.00"
"000018469","2022-02-10 10:58:02","LUGAZ09","1.00","1000.00"
"000018470","2022-02-10 13:04:15","LUGAZ09","0.00","2000.00"
"000018471","2022-02-10 15:38:52","LUGAZ09","1.00","100.00"
"000018472","2022-02-10 12:50:10","LUGAZ09","274.30","1000.00"
"000018473","2022-02-10 10:27:12","LUGAZ09","24.50","1000.00"
"000018475","2022-02-10 09:52:56","XGOMEZ12","1.00","500.00"
"000018476","2022-02-10 11:14:17","XGOMEZ12","274.30","1000.00"
"000018477","2022-02-10 11:12:43","XGOMEZ12","106.30","500.00"
"000018478","2022-02-10 10:20:22","LUGAZ09","145.40","1000.00"
"000018479","2022-02-10 09:20:08","JMEZA","1.80","500.00"
"000018480","2022-02-10 09:22:33","JMEZA","45.60","400.00"
"000018481","2022-02-10 11:00:12","XGOMEZ12","493.30","2000.00"
"000018482","2022-02-11 11:15:38","JMEZA","1.00","1000.00"
"000018483","2022-02-10 10:36:19","XGOMEZ12","1.00","500.00"
"000018485","2022-02-10 10:52:00","XGOMEZ12","1.90","600.00"
"000018486","2022-02-10 10:57:15","XGOMEZ12","2152.00","7000.00"
"000018487","2022-02-10 10:32:14","LUGAZ09","218.60","1000.00"
"000018488","2022-02-10 10:47:45","LUGAZ09","1.00","400.00"
"000018489","2022-02-10 16:03:14","JMEZA","1.00","300.00"
"000018490","2022-02-10 11:55:22","LUGAZ09","1.00","500.00"
"000018492","2022-02-10 10:37:37","XGOMEZ12","3.00","3000.00"
"000018493","2022-02-10 10:40:19","XGOMEZ12","3.00","3000.00"
"000018494","2022-02-10 13:14:09","JMEZA","1.00","300.00"
"000018495","2022-02-10 10:44:03","JMEZA","371.00","1000.00"
"000018496","2022-02-10 11:03:21","XGOMEZ12","1093.00","3000.00"
"000018497","2022-02-10 15:19:35","GUIPOMA","1.00","1000.00"
"000018498","2022-02-10 18:58:59","GUIPOMA","1.00","500.00"
"000018499","2022-02-10 18:23:46","GUIPOMA","1.00","1000.00"
"000018500","2022-02-10 17:24:24","GUIPOMA","1.00","1000.00"
"000018501","2022-02-10 17:18:00","XGOMEZ12","438.00","2000.00"
"000018502","2022-02-10 17:29:15","XGOMEZ12","44.80","700.00"
"000018503","2022-02-10 18:30:02","GUIPOMA","2.00","1500.00"
"000018504","2022-02-11 10:45:36","XGOMEZ12","4.40","1500.00"
"000018505","2022-02-10 18:47:51","GUIPOMA","1.00","1000.00"
"000018506","2022-02-11 10:47:38","XGOMEZ12","2.80","1500.00"
"000018507","2022-02-11 10:33:26","XGOMEZ12","5.20","1200.00"
"000018508","2022-02-11 10:25:18","XGOMEZ12","1094.00","5000.00"
"000018509","2022-02-11 09:29:22","LUGAZ09","1.00","300.00"
"000018510","2022-02-11 10:18:51","XGOMEZ12","1616.00","5000.00"
"000018511","2022-02-10 19:27:24","JMEZA","160.40","500.00"
"000018512","2022-02-11 09:34:58","LUGAZ09","1.00","500.00"
"000018513","2022-02-11 11:11:59","JMEZA","66.40","1200.00"
"000018514","2022-02-11 10:42:48","XGOMEZ12","1.00","500.00"
"000018515","2022-02-11 15:16:57","XGOMEZ12","1.00","400.00"
"000018516","2022-02-11 17:19:07","XGOMEZ12","1.00","100.00"
"000018517","2022-02-11 10:52:36","XGOMEZ12","2.00","2000.00"
"000018518","2022-02-11 10:58:41","XGOMEZ12","1.00","500.00"
"000018520","2022-02-11 19:30:39","LUGAZ09","127.30","1000.00"
"000018521","2022-02-11 10:13:41","LUGAZ09","3.00","1000.00"
"000018522","2022-02-11 10:31:04","JMEZA","145.00","1000.00"
"000018523","2022-02-11 11:17:59","JMEZA","323.00","3000.00"
"000018524","2022-02-11 10:33:46","JMEZA","74.60","500.00"
"000018525","2022-02-11 12:20:52","JMEZA","1.00","1000.00"
"000018526","2022-02-11 10:31:30","XGOMEZ12","1.00","500.00"
"000018527","2022-02-12 12:12:14","XGOMEZ12","355.00","1500.00"
"000018528","2022-02-11 10:57:01","XGOMEZ12","1.00","500.00"
"000018529","2022-02-11 16:16:00","JMEZA","8.00","5000.00"
"000018530","2022-02-11 11:25:38","JMEZA","221.20","1500.00"
"000018534","2022-02-11 11:46:00","JMEZA","110.00","800.00"
"000018535","2022-02-11 13:28:49","GUIPOMA","1.00","500.00"
"000018536","2022-02-11 13:13:08","GUIPOMA","670.30","2000.00"
"000018537","2022-02-14 16:22:58","XGOMEZ12","1.00","300.00"
"000018538","2022-02-11 17:54:59","GUIPOMA","1.00","1000.00"
"000018539","2022-02-11 17:54:37","XGOMEZ12","1.00","300.00"
"000018541","2022-02-11 18:15:22","XGOMEZ12","1278.00","5000.00"
"000018542","2022-02-14 11:31:39","GUIPOMA","1.00","1000.00"
"000018543","2022-02-11 18:58:30","GUIPOMA","1.00","1000.00"
"000018544","2022-02-12 09:09:30","LUGAZ09","93.10","500.00"
"000018545","2022-02-12 08:41:26","LUGAZ09","1.00","500.00"
"000018546","2022-02-12 09:06:23","LUGAZ09","19.10","500.00"
"000018547","2022-02-12 09:05:14","LUGAZ09","384.30","1500.00"
"000018548","2022-02-14 16:07:30","LUGAZ09","2.60","1000.00"
"000018549","2022-02-12 08:56:58","LUGAZ09","358.00","3000.00"
"000018550","2022-02-12 09:24:55","LUGAZ09","541.80","1000.00"
"000018551","2022-02-12 09:31:26","JMEZA","2.20","700.00"
"000018552","2022-02-12 12:16:17","XGOMEZ12","1.00","450.00"
"000018553","2022-02-12 09:21:50","JMEZA","656.10","2000.00"
"000018554","2022-02-12 10:29:54","XGOMEZ12","330.00","3000.00"
"000018555","2022-02-12 09:28:57","JMEZA","545.20","2000.00"
"000018556","2022-02-14 10:33:59","JMEZA","770.00","3000.00"
"000018558","2022-02-12 10:33:41","XGOMEZ12","3.00","3000.00"
"000018559","2022-02-12 10:15:44","XGOMEZ12","1.00","500.00"
"000018560","2022-02-12 09:42:44","JMEZA","6.60","1000.00"
"000018562","2022-02-15 11:03:59","GUIPOMA","1.00","500.00"
"000018563","2022-02-12 10:46:38","XGOMEZ12","1292.00","4000.00"
"000018565","2022-02-12 11:10:36","XGOMEZ12","1078.00","4000.00"
"000018566","2022-02-12 11:58:00","GUIPOMA","1.00","300.00"
"000018567","2022-02-12 12:37:58","GUIPOMA","2.00","1500.00"
"000018568","2022-02-12 13:46:13","LUGAZ09","1.00","500.00"
"000018569","2022-02-14 10:57:18","LUGAZ09","51.20","1000.00"
"000018570","2022-02-14 10:19:19","LUGAZ09","138.00","500.00"
"000018571","2022-02-14 10:50:33","LUGAZ09","545.20","1500.00"
"000018573","2022-02-14 10:44:44","LUGAZ09","110.20","1000.00"
"000018574","2022-02-12 15:02:14","XGOMEZ12","1.00","300.00"
"000018575","2022-02-12 15:16:34","XGOMEZ12","1.00","500.00"
"000018576","2022-02-14 10:42:53","JMEZA","1.00","300.00"
"000018577","2022-02-14 10:30:10","JMEZA","73.00","1000.00"
"000018578","2022-02-14 10:37:27","JMEZA","177.50","1000.00"
"000018579","2022-02-14 10:45:58","LUGAZ09","843.00","3000.00"
"000018580","2022-02-14 10:13:28","XGOMEZ12","1.00","200.00"
"000018581","2022-02-14 10:25:58","XGOMEZ12","36.70","300.00"
"000018582","2022-02-14 10:11:22","LUGAZ09","1.90","500.00"
"000018583","2022-02-14 16:51:22","XGOMEZ12","1.00","250.00"
"000018584","2022-02-14 10:28:39","XGOMEZ12","1.00","700.00"
"000018585","2022-02-14 10:52:36","JMEZA","1288.00","8000.00"
"000018586","2022-02-14 10:04:15","JMEZA","1.00","100.00"
"000018589","2022-02-14 16:03:42","Kespiritu","114.80","1500.00"
"000018590","2022-02-14 16:04:22","Kespiritu","114.80","1500.00"
"000018591","2022-02-14 16:03:03","Kespiritu","114.80","1500.00"
"000018592","2022-02-14 10:23:29","JMEZA","191.00","600.00"
"000018593","2022-02-14 12:33:25","JMEZA","21.20","200.00"
"000018594","2022-02-14 10:20:29","JMEZA","201.20","300.00"
"000018595","2022-02-14 10:54:30","LUGAZ09","274.30","1000.00"
"000018596","2022-02-16 11:10:57","LUGAZ09","2.40","2000.00"
"000018597","2022-02-14 11:44:48","LUGAZ09","180.20","2000.00"
"000018599","2022-02-14 17:06:00","XGOMEZ12","101.20","400.00"
"000018600","2022-02-14 18:02:41","XGOMEZ12","1.00","800.00"
"000018601","2022-02-15 09:21:01","LUGAZ09","74.00","400.00"
