"med_CodMed";"med_Nombre";"med_FormaFarmaceutica";"med_Presen";"med_Concen";"med_Costo";"med_Petitorio";"med_Petitorio2005";"med_Petitorio2010";"med_FecBaja";"med_FFDigemid";"med_IdEstado";"MED_V_NOMBRE_SIS";"MED_V_PRESENT_SIS";"MED_V_FORMAFARM_SIS";"MED_V_UNIDAD_CONSUMO";"MED_N_FACTOR_CONSUMO"
"04697";"METILBROMURO DE HOMATROPINA + SIMETICONA";"TAB";"";"5 mg + 80 mg";0.0;"N";"N";"N";"";"TAB";"0";"METILBROMURO DE HOMATROPINA + SIMETICONA";"";"TAB";"UNIDAD";1.0
"04698";"METILBROMURO DE HOMATROPINA";"SOL";"15 mL";"1 mg/ mL";0.0;"N";"N";"N";"";"SOL";"0";"METILBROMURO DE HOMATROPINA";"15 mL";"SOL";"15 mL";1.0
"04699";"METILBROMURO DE HOMATROPINA";"TAB";"";"10 mg";0.0;"N";"N";"N";"";"TAB";"0";"METILBROMURO DE HOMATROPINA";"";"TAB";"UNIDAD";1.0
"04700";"METILBROMURO DE HOMATROPINA";"TAB";"";"4 mg";0.0;"N";"N";"N";"";"TAB";"0";"METILBROMURO DE HOMATROPINA";"";"TAB";"UNIDAD";1.0
"04701";"METILDOPA";"TAB";"";"250 mg";0.0;"S";"S";"S";"";"TAB";"0";"METILDOPA";"";"TAB";"UNIDAD";1.0
"04702";"METILDOPA";"TAB";"";"500 mg";0.0;"N";"N";"N";"";"TAB";"0";"METILDOPA";"";"TAB";"UNIDAD";1.0
"04703";"METILERGOMETRINA";"INY";"1 mL";"200 mg";0.0;"N";"N";"N";"";"INY";"0";"METILERGOMETRINA";"1 mL";"INY";"1 mL";1.0
"04704";"METILFENIDATO CLORHIDRATO";"TAB";"";"10 mg";0.0;"S";"N";"S";"";"TAB";"0";"METILFENIDATO CLORHIDRATO";"";"TAB";"UNIDAD";1.0
"04705";"METILNICOTINATO + METILSALICILATO";"CRM";"15 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"15 g";"CRM";"15 g";1.0
"04706";"METILNICOTINATO + METILSALICILATO";"CRM";"20 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"20 g";"CRM";"20 g";1.0
"04707";"METILNICOTINATO + METILSALICILATO";"CRM";"25 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"25 g";"CRM";"25 g";1.0
"04708";"METILNICOTINATO + METILSALICILATO";"CRM";"30 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"30 g";"CRM";"30 g";1.0
"04709";"METILNICOTINATO + METILSALICILATO";"CRM";"35 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"35 g";"CRM";"35 g";1.0
"04710";"METILNICOTINATO + METILSALICILATO";"CRM";"40 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"40 g";"CRM";"40 g";1.0
"04711";"METILNICOTINATO + METILSALICILATO";"CRM";"50 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"50 g";"CRM";"50 g";1.0
"04712";"METILNICOTINATO + METILSALICILATO";"CRM";"60 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"60 g";"CRM";"60 g";1.0
"04713";"METILNICOTINATO + METILSALICILATO";"CRM";"80 g";"250 mg + 10 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILNICOTINATO + METILSALICILATO";"80 g";"CRM";"80 g";1.0
"04714";"METILPREDNISOLONA";"INY";"2 mL";"125 mg";0.0;"S";"N";"S";"";"INY";"0";"METILPREDNISOLONA";"2 mL";"INY";"2 mL";1.0
"04715";"METILPREDNISOLONA";"INY";"10 mL";"20 mg";0.0;"N";"N";"N";"";"INY";"0";"METILPREDNISOLONA";"10 mL";"INY";"10 mL";1.0
"04716";"METILPREDNISOLONA";"INY";"1 mL";"40 mg";0.0;"N";"N";"N";"";"INY";"0";"METILPREDNISOLONA";"1 mL";"INY";"1 mL";1.0
"04717";"METILPREDNISOLONA (COMO SUCCINATO SODICO)";"INY";"";"500 mg";0.0;"S";"S";"S";"";"INY";"0";"METILPREDNISOLONA (COMO SUCCINATO SODICO)";"";"INY";"UNIDAD";1.0
"04718";"METILPREDNISOLONA";"TAB";"";"16 mg";0.0;"N";"N";"N";"";"TAB";"0";"METILPREDNISOLONA";"";"TAB";"UNIDAD";1.0
"04719";"METILSALICILATO";"CRM";"100 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"100 g";"CRM";"100 g";1.0
"04720";"METILSALICILATO";"CRM";"110 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"110 g";"CRM";"110 g";1.0
"04721";"METILSALICILATO";"CRM";"120 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"120 g";"CRM";"120 g";1.0
"04722";"METILSALICILATO";"CRM";"15 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"15 g";"CRM";"15 g";1.0
"04723";"METILSALICILATO";"CRM";"150 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"150 g";"CRM";"150 g";1.0
"04724";"METILSALICILATO";"CRM";"18 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"18 g";"CRM";"18 g";1.0
"04725";"METILSALICILATO";"CRM";"180 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"180 g";"CRM";"180 g";1.0
"04726";"METILSALICILATO";"CRM";"240 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"240 g";"CRM";"240 g";1.0
"04727";"METILSALICILATO";"CRM";"250 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"250 g";"CRM";"250 g";1.0
"04728";"METILSALICILATO";"CRM";"280 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"280 g";"CRM";"280 g";1.0
"04729";"METILSALICILATO";"CRM";"30 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"30 g";"CRM";"30 g";1.0
"04730";"METILSALICILATO";"CRM";"40 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"40 g";"CRM";"40 g";1.0
"04731";"METILSALICILATO";"CRM";"50 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"50 g";"CRM";"50 g";1.0
"04732";"METILSALICILATO";"CRM";"55 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"55 g";"CRM";"55 g";1.0
"04733";"METILSALICILATO";"CRM";"60 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"60 g";"CRM";"60 g";1.0
"04734";"METILSALICILATO";"CRM";"7 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"7 g";"CRM";"7 g";1.0
"04735";"METILSALICILATO";"CRM";"80 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"80 g";"CRM";"80 g";1.0
"04736";"METILSALICILATO";"CRM";"90 g";"30 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METILSALICILATO";"90 g";"CRM";"90 g";1.0
"04737";"METILSALICILATO";"SOL";"45 mL";"11.2 g/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"METILSALICILATO";"45 mL";"SOL";"45 mL";1.0
"04738";"METIONINA";"TAB";"";"200 mg";0.0;"N";"N";"N";"";"TAB";"0";"METIONINA";"";"TAB";"UNIDAD";1.0
"04739";"METOCARBAMOL + PARACETAMOL";"TAB";"";"500 mg + 350 mg";0.0;"N";"N";"N";"";"TAB";"0";"METOCARBAMOL + PARACETAMOL";"";"TAB";"UNIDAD";1.0
"04740";"METOCARBAMOL";"TAB";"";"750 mg";0.0;"N";"N";"N";"";"TAB";"0";"METOCARBAMOL";"";"TAB";"UNIDAD";1.0
"04741";"METOCLOPRAMIDA + SIMETICONA";"TAB";"";"5.9 mg + 80 mg";0.0;"N";"N";"N";"";"TAB";"0";"METOCLOPRAMIDA + SIMETICONA";"";"TAB";"UNIDAD";1.0
"04742";"METOCLOPRAMIDA + ETOCLOPRAMIDA + COMBINACIONES EXCLUYE PSICOLEPTICOS";"TAB";"";"";0.0;"N";"N";"N";"";"TAB";"0";"METOCLOPRAMIDA + ETOCLOPRAMIDA + COMBINACIONES EXCLUYE PSICOLEPTICOS";"";"TAB";"UNIDAD";1.0
"04743";"METOCLOPRAMIDA CLORHIDRATO";"INY";"2 mL";"5 mg/mL";0.0;"S";"S";"S";"";"INY";"0";"METOCLOPRAMIDA CLORHIDRATO";"2 mL";"INY";"2 mL";1.0
"04744";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"30 mL";"2.5 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"30 mL";"SOL";"30 mL";1.0
"04745";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"60 mL";"2.5 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"60 mL";"SOL";"60 mL";1.0
"04746";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"15 mL";"4 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"15 mL";"SOL";"15 mL";1.0
"04747";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"20 mL";"4 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"20 mL";"SOL";"20 mL";1.0
"04748";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"100 mL";"5 mg/5 mL";0.0;"S";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"100 mL";"SOL";"100 mL";1.0
"04749";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"120 mL";"5 mg/5 mL";0.0;"S";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"120 mL";"SOL";"120 mL";1.0
"04750";"METOCLOPRAMIDA CLORHIDRATO";"SOL";"150 mL";"5 mg/5 mL";0.0;"S";"N";"N";"";"SOL";"0";"METOCLOPRAMIDA CLORHIDRATO";"150 mL";"SOL";"150 mL";1.0
"04751";"METOCLOPRAMIDA CLORHIDRATO";"SUS";"150 mL";"70 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METOCLOPRAMIDA CLORHIDRATO";"150 mL";"SUS";"150 mL";1.0
"04752";"METOCLOPRAMIDA CLORHIDRATO";"TAB";"";"10 mg";0.0;"S";"S";"S";"";"TAB";"0";"METOCLOPRAMIDA CLORHIDRATO";"";"TAB";"UNIDAD";1.0
"04753";"METODILAZINA";"JBE";"100 mL";"4 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"METODILAZINA";"100 mL";"JBE";"100 mL";1.0
"04754";"METOPIMAZINA";"SOL";"120 mL";"100 mg/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"METOPIMAZINA";"120 mL";"SOL";"120 mL";1.0
"04755";"METOTREXATO SODICO";"INY";"";"1 g/10 mL";0.0;"N";"N";"N";"";"INY";"0";"METOTREXATO SODICO";"";"INY";"UNIDAD";1.0
"04756";"METOTREXATO SODICO";"INY";"3 mL";"5 mg/mL";0.0;"N";"N";"N";"";"INY";"0";"METOTREXATO SODICO";"3 mL";"INY";"3 mL";1.0
"04757";"METOTREXATO SODICO";"INY";"";"20 mg";0.0;"N";"N";"N";"";"INY";"0";"METOTREXATO SODICO";"";"INY";"UNIDAD";1.0
"04758";"METOTREXATO (COMO SAL SODICA) SIN PRESERVANTES";"INY";"2 mL";"25 mg/mL";0.0;"S";"S";"S";"2022-05-10";"INY";"1";"METOTREXATO (COMO SAL SODICA) SIN PRESERVANTES";"2 mL";"INY";"2 mL";1.0
"04759";"METOTREXATO SODICO";"INY";"20 mL";"25 mg/mL";0.0;"S";"S";"S";"";"INY";"0";"METOTREXATO SODICO";"20 mL";"INY";"20 mL";1.0
"04760";"METOTREXATO SODICO";"INY";"2 mL";"50 mg";0.0;"S";"S";"S";"";"INY";"0";"METOTREXATO SODICO";"2 mL";"INY";"2 mL";1.0
"04761";"METOTREXATO SODICO";"INY";"5 mL";"50 mg";0.0;"S";"S";"S";"";"INY";"0";"METOTREXATO SODICO";"5 mL";"INY";"5 mL";1.0
"04762";"METOTREXATO (COMO SAL SODICA) SIN PRESERVANTES";"INY";"20 mL";"500 mg";0.0;"S";"S";"S";"";"INY";"0";"METOTREXATO (COMO SAL SODICA) SIN PRESERVANTES";"20 mL";"INY";"20 mL";1.0
"04763";"METOTREXATO SODICO";"INY";"5 mL";"500 mg";0.0;"S";"S";"S";"";"INY";"0";"METOTREXATO SODICO";"5 mL";"INY";"5 mL";1.0
"04764";"METOTREXATO";"TAB";"";"2.5 mg";0.0;"S";"S";"S";"";"TAB";"0";"METOTREXATO ";"";"TAB";"UNIDAD";1.0
"04765";"METOXALENO";"SOL";"30 mL";"1 g/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"METOXALENO";"30 mL";"SOL";"30 mL";1.0
"04766";"METRONIDAZOL + NIFUROXAZIDA";"SUS";"120 mL";"400 mg + 200 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL + NIFUROXAZIDA";"120 mL";"SUS";"120 mL";1.0
"04767";"METRONIDAZOL + NIFUROXAZIDA";"SUS";"60 mL";"400 mg + 200 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL + NIFUROXAZIDA";"60 mL";"SUS";"60 mL";1.0
"04768";"METRONIDAZOL + NIFUROXAZIDA";"TAB";"";"600 mg + 200 mg";0.0;"N";"N";"N";"";"TAB";"0";"METRONIDAZOL + NIFUROXAZIDA";"";"TAB";"UNIDAD";1.0
"04769";"METRONIDAZOL + NISTATINA";"OVU";"";"500 mg + 100000 UI";0.0;"N";"N";"N";"";"OVU";"0";"METRONIDAZOL + NISTATINA";"";"OVU";"UNIDAD";1.0
"04771";"METRONIDAZOL";"CRM";"15 g";"750 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METRONIDAZOL";"15 g";"CRM";"15 g";1.0
"04772";"METRONIDAZOL";"CRM";"30 g";"750 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METRONIDAZOL";"30 g";"CRM";"30 g";1.0
"04773";"METRONIDAZOL";"CRM";"50 g";"750 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METRONIDAZOL";"50 g";"CRM";"50 g";1.0
"04774";"METRONIDAZOL";"CRM";"30 g";"1 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"METRONIDAZOL";"30 g";"CRM";"30 g";1.0
"04775";"METRONIDAZOL";"INY";"100 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"INY";"0";"METRONIDAZOL";"100 mL";"INY";"100 mL";1.0
"04776";"METRONIDAZOL";"INY";"100 mL";"500 mg";0.0;"S";"S";"S";"";"INY";"0";"METRONIDAZOL";"100 mL";"INY";"100 mL";1.0
"04777";"METRONIDAZOL";"SUS";"10 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"10 mL";"SUS";"10 mL";1.0
"04778";"METRONIDAZOL";"SUS";"100 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"100 mL";"SUS";"100 mL";1.0
"04779";"METRONIDAZOL";"SUS";"110 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"110 mL";"SUS";"110 mL";1.0
"04780";"METRONIDAZOL";"SUS";"120 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"120 mL";"SUS";"120 mL";1.0
"04781";"METRONIDAZOL";"SUS";"125 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"125 mL";"SUS";"125 mL";1.0
"04782";"METRONIDAZOL";"SUS";"150 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"150 mL";"SUS";"150 mL";1.0
"04783";"METRONIDAZOL";"SUS";"180 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"180 mL";"SUS";"180 mL";1.0
"04784";"METRONIDAZOL";"SUS";"20 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"20 mL";"SUS";"20 mL";1.0
"04785";"METRONIDAZOL";"SUS";"200 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"200 mL";"SUS";"200 mL";1.0
"04786";"METRONIDAZOL";"SUS";"25 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"25 mL";"SUS";"25 mL";1.0
"04787";"METRONIDAZOL";"SUS";"30 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"30 mL";"SUS";"30 mL";1.0
"04788";"METRONIDAZOL";"SUS";"45 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"45 mL";"SUS";"45 mL";1.0
"04789";"METRONIDAZOL";"SUS";"60 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"60 mL";"SUS";"60 mL";1.0
"04790";"METRONIDAZOL";"SUS";"90 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"METRONIDAZOL";"90 mL";"SUS";"90 mL";1.0
"04791";"METRONIDAZOL";"SUS";"10 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"10 mL";"SUS";"10 mL";1.0
"04792";"METRONIDAZOL";"SUS";"100 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"100 mL";"SUS";"100 mL";1.0
"04793";"METRONIDAZOL";"SUS";"110 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"110 mL";"SUS";"110 mL";1.0
"04794";"METRONIDAZOL";"SUS";"120 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"120 mL";"SUS";"UNIDAD";1.0
"04795";"METRONIDAZOL";"SUS";"150 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"150 mL";"SUS";"150 mL";1.0
"04796";"METRONIDAZOL";"SUS";"180 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"180 mL";"SUS";"180 mL";1.0
"04797";"METRONIDAZOL";"SUS";"20 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"20 mL";"SUS";"20 mL";1.0
"04798";"METRONIDAZOL";"SUS";"200 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"200 mL";"SUS";"200 mL";1.0
"04799";"METRONIDAZOL";"SUS";"25 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"25 mL";"SUS";"25 mL";1.0
"04800";"METRONIDAZOL";"SUS";"30 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"30 mL";"SUS";"30 mL";1.0
"04801";"METRONIDAZOL";"SUS";"60 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"60 mL";"SUS";"60 mL";1.0
"04802";"METRONIDAZOL";"SUS";"90 mL";"250 mg/5 mL";0.0;"S";"S";"S";"";"SUS";"0";"METRONIDAZOL";"90 mL";"SUS";"90 mL";1.0
"04803";"METRONIDAZOL";"OVU";"";"500 mg";0.0;"N";"S";"N";"";"OVU";"0";"METRONIDAZOL";"";"OVU";"UNIDAD";1.0
"04804";"METRONIDAZOL";"TAB";"";"250 mg";0.0;"N";"S";"N";"";"TAB";"0";"METRONIDAZOL";"";"TAB";"UNIDAD";1.0
"04805";"METRONIDAZOL";"TAB";"";"500 mg";0.0;"S";"S";"S";"";"TAB";"0";"METRONIDAZOL";"";"TAB";"UNIDAD";1.0
"04806";"MIANSERINA";"TAB";"";"30 mg";0.0;"N";"N";"N";"";"TAB";"0";"MIANSERINA";"";"TAB";"UNIDAD";1.0
"04807";"MICOFENOLATO MOFETILO";"INY";"";"500 mg";0.0;"N";"N";"N";"";"INY";"0";"MICOFENOLATO MOFETILO";"";"INY";"UNIDAD";1.0
"04808";"MICOFENOLATO MOFETILO";"TAB";"";"250 mg";0.0;"S";"N";"S";"";"TAB";"0";"MICOFENOLATO MOFETILO";"";"TAB";"UNIDAD";1.0
"04809";"MICONAZOL + TINIDAZOL";"CRM";"20 g";"100 mg + 150 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + TINIDAZOL";"20 g";"CRM";"20 g";1.0
"04810";"MICONAZOL + TINIDAZOL";"POT-CRM";"";"100 mg + 150 mg/100 g x 20 g";0.0;"N";"N";"N";"2011-02-02";"POT-CRM";"1";"MICONAZOL + TINIDAZOL";"";"";"";0.0
"04811";"MICONAZOL + TINIDAZOL";"CRM";"20 g";"2 g + 3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + TINIDAZOL";"20 g";"CRM";"20 g";1.0
"04812";"MICONAZOL + TINIDAZOL";"CRM";"60 g";"2 g + 3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + TINIDAZOL";"60 g";"CRM";"60 g";1.0
"04813";"MICONAZOL + TINIDAZOL";"CRM";"80 g";"2 g + 3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + TINIDAZOL";"80 g";"CRM";"80 g";1.0
"04815";"MICONAZOL + TINIDAZOL";"CRM";"5 g";"2 g + 3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + TINIDAZOL";"5 g";"CRM";"5 g";1.0
"04817";"MICONAZOL + TINIDAZOL";"OVU";"";"100 mg + 150 mg";0.0;"N";"N";"N";"";"OVU";"0";"MICONAZOL + TINIDAZOL";"";"OVU";"UNIDAD";1.0
"04818";"MICONAZOL + TINIDAZOL";"OVU";"";"115 mg + 150 mg";0.0;"N";"N";"N";"";"OVU";"0";"MICONAZOL + TINIDAZOL";"";"OVU";"UNIDAD";1.0
"04819";"MICONAZOL + TINIDAZOL";"OVU";"";"2 g + 3 g";0.0;"N";"N";"N";"";"OVU";"0";"MICONAZOL + TINIDAZOL";"";"OVU";"UNIDAD";1.0
"04820";"MICONAZOL + ZINC OXIDO";"CRM";"15 g";"250 mg + 15 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + ZINC OXIDO";"15 g";"CRM";"15 g";1.0
"04821";"MICONAZOL + ZINC OXIDO";"CRM";"30 g";"250 mg + 15 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + ZINC OXIDO";"30 g";"CRM";"30 g";1.0
"04822";"MICONAZOL + ZINC OXIDO";"CRM";"60 g";"250 mg + 15 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL + ZINC OXIDO";"60 g";"CRM";"60 g";1.0
"04823";"MICONAZOL";"CRM";"20 g";"2 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL";"20 g";"CRM";"20 g";1.0
"04824";"MICONAZOL";"CRM";"30 g";"2 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"MICONAZOL";"30 g";"CRM";"30 g";1.0
"04825";"MICONAZOL";"GEL";"40 g";"2 g/100 g";0.0;"N";"N";"N";"";"GEL";"0";"MICONAZOL";"40 g";"GEL";"40 g";1.0
"04826";"MICONAZOL";"GEL";"5 g";"2 g/100 g";0.0;"N";"N";"N";"";"GEL";"0";"MICONAZOL";"5 g";"GEL";"5 g";1.0
"04827";"MICONAZOL";"PLV";"30 g";"2 g/100 g";0.0;"N";"N";"N";"";"PLV";"0";"MICONAZOL";"30 g";"PLV";"30 g";1.0
"04828";"MIDAZOLAM";"INY";"3 mL";"15 mg";0.0;"N";"N";"N";"";"INY";"0";"MIDAZOLAM";"3 mL";"INY";"3 mL";1.0
"04829";"MIDAZOLAM";"INY";"1 mL";"5 mg";0.0;"N";"N";"N";"";"INY";"0";"MIDAZOLAM";"1 mL";"INY";"1 mL";1.0
"04830";"MIDAZOLAM";"INY";"10 mL";"5 mg";0.0;"N";"N";"S";"";"INY";"0";"MIDAZOLAM";"10 mL";"INY";"10 mL";1.0
"04831";"MIDAZOLAM (COMO CLORHIDRATO)";"INY";"5 mL";"5 mg";0.0;"S";"S";"S";"";"INY";"0";"MIDAZOLAM (COMO CLORHIDRATO)";"5 mL";"INY";"5 mL";1.0
"04832";"MIDAZOLAM";"TAB";"";"15 mg";0.0;"N";"N";"N";"";"TAB";"0";"MIDAZOLAM";"";"TAB";"UNIDAD";1.0
"04833";"MIDAZOLAM";"TAB";"";"7.5 mg";0.0;"N";"N";"N";"";"TAB";"0";"MIDAZOLAM";"";"TAB";"UNIDAD";1.0
"04834";"MIGLITOL";"TAB";"";"100 mg";0.0;"N";"N";"N";"";"TAB";"0";"MIGLITOL";"";"TAB";"UNIDAD";1.0
"04835";"MIGLITOL";"TAB";"";"50 mg";0.0;"N";"N";"N";"";"TAB";"0";"MIGLITOL";"";"TAB";"UNIDAD";1.0
"04836";"MILNACIPRAN";"TAB";"";"25 mg";0.0;"N";"N";"N";"";"TAB";"0";"MILNACIPRAN";"";"TAB";"UNIDAD";1.0
"04837";"MILNACIPRAN";"TAB";"";"50 mg";0.0;"N";"N";"N";"";"TAB";"0";"MILNACIPRAN";"";"TAB";"UNIDAD";1.0
"04838";"MILRINONA";"INY";"10 mL";"10 mg/10 mL";0.0;"N";"N";"N";"";"INY";"0";"MILRINONA";"10 mL";"INY";"10 mL";1.0
"04839";"MILRINONA";"INY";"20 mL";"20 mg/20 mL";0.0;"N";"N";"N";"";"INY";"0";"MILRINONA";"20 mL";"INY";"20 mL";1.0
"04840";"MINOCICLINA";"TAB";"";"100 mg";0.0;"N";"N";"N";"";"TAB";"0";"MINOCICLINA";"";"TAB";"UNIDAD";1.0
"04841";"MINOXIDIL";"LOC";"100 mL";"2 g/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"MINOXIDIL";"100 mL";"LOC";"100 mL";1.0
"04842";"MINOXIDIL";"LOC";"30 mL";"2 g/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"MINOXIDIL";"30 mL";"LOC";"30 mL";1.0
"04843";"MINOXIDIL";"LOC";"60 mL";"2 g/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"MINOXIDIL";"60 mL";"LOC";"60 mL";1.0
"04844";"MINOXIDIL";"SOL";"100 mL";"5 g/100 mL";0.0;"N";"N";"N";"";"SOL";"0";"MINOXIDIL";"100 mL";"SOL";"100 mL";1.0
