idsolicitud,monto,fechareg
"000028068","2.00","2022-12-28"
"000028069","1.00","2022-12-28"
"000028070","1.00","2022-12-28"
"000028071","1.00","2022-12-29"
"000028072","1.00","2022-12-29"
"000028073","2.00","2022-12-29"
"000028074","1.00","2022-12-29"
"000028075","1.00","2022-12-29"
"000028076","1.00","2022-12-29"
"000028077","2.00","2022-12-29"
"000028078","1.00","2022-12-29"
"000028079","8.00","2022-12-29"
"000028080","1.00","2022-12-29"
"000028081","1.00","2022-12-29"
"000028083","1.00","2022-12-29"
"000028084","1.00","2022-12-29"
"000028085","8.00","2022-12-29"
"000028086","8.00","2022-12-29"
"000028087","1.00","2022-12-29"
"000028088","8.00","2022-12-29"
"000028089","3.00","2022-12-29"
"000028091","1.00","2022-12-30"
"000028092","2.00","2022-12-29"
"000028093","1.00","2022-12-29"
"000028094","3.00","2022-12-29"
"000028095","1.00","2022-12-29"
"000028096","2.00","2022-12-29"
"000028097","1.00","2022-12-29"
"000028098","4.00","2022-12-29"
"000028099","2.00","2022-12-29"
"000028100","1.00","2022-12-29"
"000028101","1.00","2022-12-29"
"000028102","1.00","2022-12-29"
"000028103","1.00","2022-12-29"
"000028104","1.00","2022-12-29"
"000028105","4.00","2022-12-29"
"000028106","1.00","2022-12-30"
"000028107","2.00","2022-12-29"
"000028108","3.00","2022-12-29"
"000028109","1.00","2022-12-29"
"000028110","2.00","2022-12-29"
"000028111","1.00","2022-12-29"
"000028112","1.00","2022-12-29"
"000028113","2.00","2022-12-29"
"000028114","4.00","2022-12-29"
"000028115","1.00","2022-12-29"
"000028116","3.00","2022-12-29"
"000028117","1.00","2022-12-29"
"000028119","1.00","2022-12-30"
"000028120","1.00","2022-12-30"
"000028121","1.00","2022-12-30"
"000028122","1.00","2022-12-30"
"000028123","1.00","2022-12-30"
"000028124","1.00","2022-12-30"
"000028125","1.00","2022-12-30"
"000028126","8.00","2022-12-30"
"000028127","1.00","2022-12-30"
"000028128","3.00","2022-12-30"
"000028129","1.00","2022-12-30"
"000028130","1.00","2022-12-30"
"000028131","2.00","2022-12-30"
"000028132","8.00","2022-12-30"
"000028133","1.00","2022-12-30"
"000028134","1.00","2022-12-30"
"000028135","2.00","2022-12-30"
"000028136","8.00","2022-12-30"
"000028137","2.00","2022-12-30"
"000028138","1.00","2022-12-30"
"000028139","1.00","2022-12-30"
"000028140","8.00","2022-12-30"
"000028141","1.00","2022-12-30"
"000028142","8.00","2022-12-30"
"000028145","1.00","2022-12-30"
"000028146","1.00","2022-12-30"
"000028147","2.00","2022-12-30"
"000028148","2.00","2022-12-30"
"000028149","8.00","2022-12-30"
"000028150","1.00","2022-12-30"
"000028151","2.00","2022-12-30"
"000028152","1.00","2022-12-30"
"000028153","1.00","2022-12-30"
"000028154","2.00","2022-12-30"
"000028155","2.00","2022-12-30"
"000028156","1.00","2022-12-30"
"000028157","1.00","2022-12-30"
"000028158","2.00","2022-12-30"
"000028159","1.00","2022-12-30"
"000028160","2.00","2022-12-30"
"000028161","1.00","2022-12-30"
"000028162","1.00","2022-12-30"
"000028163","1.00","2022-12-30"
"000028164","1.00","2022-12-30"
"000028165","1.00","2022-12-30"
"000028168","1.00","2022-12-30"
"000028169","1.00","2022-12-30"
"000028170","1.00","2022-12-30"
"000028171","3.00","2022-12-30"
"000028172","1.00","2022-12-30"
"000028173","1.00","2022-12-30"
"000028174","1.00","2022-12-30"
"000028175","1.00","2022-12-30"
"000028176","1.00","2022-12-30"
"000028177","1.00","2022-12-30"
"000028178","1.00","2022-12-30"
"000028179","1.00","2022-12-30"
"000028180","1.00","2022-12-30"
"000028181","1.00","2022-12-30"
"000028182","1.00","2022-12-30"
"000028184","2.00","2022-12-31"
"000028186","8.00","2022-12-30"
"000028187","1.00","2022-12-30"
"000028188","1.00","2022-12-30"
"000028189","1.00","2022-12-31"
"000028190","1.00","2022-12-31"
"000028191","1.00","2022-12-31"
"000028192","2.00","2022-12-31"
"000028193","2.00","2022-12-31"
"000028194","1.00","2022-12-31"
"000028195","1.00","2022-12-31"
"000028196","1.00","2022-12-31"
"000028197","1.00","2022-12-31"
"000028198","3.00","2022-12-31"
"000028199","1.00","2022-12-31"
"000028200","1.00","2022-12-31"
"000028201","1.00","2022-12-31"
"000028202","1.00","2022-12-31"
"000028203","1.00","2022-12-31"
"000028204","1.00","2022-12-31"
"000028205","1.00","2022-12-31"
"000028206","1.00","2022-12-31"
"000028207","1.00","2022-12-31"
"000028208","3.00","2022-12-31"
"000028209","1.00","2022-12-31"
"000028210","1.00","2022-12-31"
"000028211","8.00","2022-12-31"
"000028212","3.00","2022-12-31"
"000028214","1.00","2022-12-31"
"000028215","4.00","2022-12-31"
"000028216","1.00","2022-12-31"
"000028218","1.00","2022-12-31"
"000028219","2.00","2022-12-31"
"000028221","1.00","2022-12-31"
"000028222","1.00","2022-12-31"
"000028223","1.00","2023-01-02"
"000028224","2.00","2023-01-02"
"000028225","1.00","2023-01-02"
"000028226","1.00","2023-01-02"
"000028227","2.00","2023-01-02"
"000028228","2.00","2023-01-02"
"000028229","1.00","2023-01-02"
"000028230","1.00","2023-01-02"
"000028231","1.00","2023-01-02"
"000028232","1.00","2023-01-02"
"000028233","1.00","2023-01-02"
"000028235","2.00","2023-01-02"
"000028236","1.00","2023-01-02"
"000028237","1.00","2023-01-03"
"000028238","1.00","2023-01-03"
"000028239","1.00","2023-01-03"
"000028240","1.00","2023-01-03"
"000028241","1.00","2023-01-03"
"000028242","1.00","2023-01-03"
"000028243","4.00","2023-01-03"
"000028244","2.00","2023-01-03"
"000028245","2.00","2023-01-03"
"000028246","2.00","2023-01-03"
"000028247","8.00","2023-01-03"
"000028248","1.00","2023-01-03"
"000028249","4.00","2023-01-03"
"000028250","1.00","2023-01-03"
"000028251","1.00","2023-01-03"
"000028252","1.00","2023-01-04"
"000028253","1.00","2023-01-04"
"000028254","1.00","2023-01-03"
"000028255","1.00","2023-01-03"
"000028256","1.00","2023-01-04"
"000028257","1.00","2023-01-04"
"000028258","1.00","2023-01-04"
"000028259","1.00","2023-01-04"
"000028260","1.00","2023-01-04"
"000028261","8.00","2023-01-04"
"000028262","3.00","2023-01-04"
"000028263","1.00","2023-01-04"
"000028264","2.00","2023-01-04"
"000028265","1.00","2023-01-04"
"000028266","1.00","2023-01-04"
"000028267","1.00","2023-01-04"
"000028269","1.00","2023-01-04"
"000028270","1.00","2023-01-04"
"000028271","1.00","2023-01-04"
"000028272","1.00","2023-01-04"
"000028273","1.00","2023-01-04"
"000028274","1.00","2023-01-04"
"000028275","8.00","2023-01-04"
"000028276","1.00","2023-01-04"
"000028277","1.00","2023-01-04"
"000028279","1.00","2023-01-04"
"000028280","1.00","2023-01-04"
"000028282","1.00","2023-01-04"
"000028283","1.00","2023-01-04"
"000028284","1.00","2023-01-04"
"000028285","1.00","2023-01-05"
"000028286","1.00","2023-01-04"
"000028287","8.00","2023-01-04"
"000028288","1.00","2023-01-04"
"000028289","1.00","2023-01-05"
"000028290","1.00","2023-01-05"
"000028291","1.00","2023-01-05"
"000028292","1.00","2023-01-05"
"000028293","1.00","2023-01-05"
"000028295","1.00","2023-01-05"
"000028296","1.00","2023-01-05"
"000028298","1.00","2023-01-05"
"000028299","2.00","2023-01-05"
"000028300","2.00","2023-01-05"
"000028301","1.00","2023-01-05"
"000028302","2.00","2023-01-05"
"000028303","4.00","2023-01-05"
"000028304","2.00","2023-01-05"
"000028305","1.00","2023-01-05"
"000028306","1.00","2023-01-05"
"000028307","1.00","2023-01-05"
"000028308","1.00","2023-01-05"
"000028309","1.00","2023-01-05"
"000028310","1.00","2023-01-05"
"000028311","2.00","2023-01-05"
"000028312","1.00","2023-01-05"
"000028314","1.00","2023-01-05"
"000028315","8.00","2023-01-05"
"000028316","2.00","2023-01-05"
"000028317","2.00","2023-01-05"
"000028318","2.00","2023-01-05"
"000028319","1.00","2023-01-06"
"000028320","1.00","2023-01-05"
"000028321","1.00","2023-01-06"
"000028322","2.00","2023-01-06"
"000028323","1.00","2023-01-06"
"000028324","1.00","2023-01-06"
"000028325","1.00","2023-01-06"
"000028326","2.00","2023-01-06"
"000028327","1.00","2023-01-06"
"000028328","1.00","2023-01-06"
"000028329","1.00","2023-01-06"
"000028330","3.00","2023-01-06"
"000028331","1.00","2023-01-06"
"000028332","1.00","2023-01-06"
"000028333","2.00","2023-01-06"
"000028335","1.00","2023-01-06"
"000028336","1.00","2023-01-06"
"000028337","2.00","2023-01-06"
"000028338","1.00","2023-01-06"
"000028339","1.00","2023-01-06"
"000028340","1.00","2023-01-06"
"000028341","1.00","2023-01-06"
"000028342","1.00","2023-01-07"
"000028343","8.00","2023-01-07"
"000028344","1.00","2023-01-07"
"000028345","1.00","2023-01-06"
"000028346","1.00","2023-01-06"
"000028347","1.00","2023-01-06"
"000028348","1.00","2023-01-06"
"000028349","2.00","2023-01-06"
"000028350","1.00","2023-01-07"
"000028351","2.00","2023-01-07"
"000028352","1.00","2023-01-07"
"000028353","2.00","2023-01-07"
"000028355","1.00","2023-01-07"
"000028356","4.00","2023-01-07"
"000028357","2.00","2023-01-07"
"000028358","3.00","2023-01-07"
"000028359","1.00","2023-01-07"
"000028360","1.00","2023-01-10"
"000028361","1.00","2023-01-07"
"000028363","1.00","2023-01-09"
"000028364","2.00","2023-01-09"
"000028365","2.00","2023-01-09"
"000028366","1.00","2023-01-09"
"000028367","1.00","2023-01-09"
"000028368","1.00","2023-01-09"
"000028369","1.00","2023-01-09"
"000028370","1.00","2023-01-09"
"000028372","1.00","2023-01-09"
"000028373","1.00","2023-01-09"
"000028374","2.00","2023-01-09"
"000028375","1.00","2023-01-09"
"000028376","2.00","2023-01-09"
"000028377","1.00","2023-01-09"
"000028378","1.00","2023-01-09"
"000028379","2.00","2023-01-10"
"000028380","1.00","2023-01-09"
"000028381","1.00","2023-01-10"
"000028382","2.00","2023-01-09"
"000028383","1.00","2023-01-10"
"000028384","1.00","2023-01-09"
"000028385","1.00","2023-01-09"
"000028386","2.00","2023-01-10"
"000028387","8.00","2023-01-10"
"000028388","8.00","2023-01-10"
"000028389","1.00","2023-01-10"
"000028390","1.00","2023-01-10"
"000028391","2.00","2023-01-10"
"000028392","1.00","2023-01-10"
"000028393","2.00","2023-01-10"
"000028394","1.00","2023-01-10"
"000028396","3.00","2023-01-10"
"000028397","8.00","2023-01-10"
"000028398","1.00","2023-01-10"
"000028399","1.00","2023-01-10"
"000028400","1.00","2023-01-10"
"000028401","1.00","2023-01-10"
"000028402","3.00","2023-01-10"
"000028403","1.00","2023-01-10"
"000028404","4.00","2023-01-10"
"000028405","2.00","2023-01-10"
"000028406","8.00","2023-01-10"
"000028407","1.00","2023-01-10"
"000028408","2.00","2023-01-10"
"000028410","1.00","2023-01-10"
"000028411","3.00","2023-01-10"
"000028412","8.00","2023-01-10"
"000028413","1.00","2023-01-11"
"000028414","1.00","2023-01-11"
"000028415","1.00","2023-01-11"
"000028416","1.00","2023-01-11"
"000028418","1.00","2023-01-11"
"000028419","1.00","2023-01-11"
"000028420","1.00","2023-01-11"
"000028421","1.00","2023-01-11"
"000028423","1.00","2023-01-11"
"000028424","1.00","2023-01-11"
"000028425","1.00","2023-01-11"
"000028426","1.00","2023-01-11"
"000028427","1.00","2023-01-11"
"000028428","1.00","2023-01-11"
"000028429","4.00","2023-01-11"
"000028430","1.00","2023-01-11"
"000028431","2.00","2023-01-11"
"000028432","1.00","2023-01-11"
"000028433","1.00","2023-01-11"
"000028434","1.00","2023-01-11"
"000028435","1.00","2023-01-11"
"000028436","1.00","2023-01-11"
"000028437","1.00","2023-01-11"
"000028438","2.00","2023-01-11"
"000028439","1.00","2023-01-31"
"000028440","1.00","2023-01-11"
"000028442","3.00","2023-01-11"
"000028443","3.00","2023-01-12"
"000028444","1.00","2023-01-11"
"000028445","1.00","2023-01-12"
"000028446","1.00","2023-01-12"
"000028447","2.00","2023-01-12"
"000028448","1.00","2023-01-12"
"000028449","2.00","2023-01-11"
"000028450","1.00","2023-01-11"
"000028451","1.00","2023-01-11"
"000028452","1.00","2023-01-11"
"000028453","1.00","2023-01-11"
"000028454","1.00","2023-01-11"
"000028455","2.00","2023-01-12"
"000028456","1.00","2023-01-11"
"000028458","1.00","2023-01-12"
"000028459","1.00","2023-01-12"
"000028460","1.00","2023-01-12"
"000028461","1.00","2023-01-12"
"000028462","1.00","2023-01-12"
"000028463","1.00","2023-01-12"
"000028464","1.00","2023-01-12"
"000028465","8.00","2023-01-12"
"000028466","1.00","2023-01-12"
"000028467","1.00","2023-01-17"
"000028468","3.00","2023-01-12"
"000028469","1.00","2023-01-12"
"000028470","1.00","2023-01-12"
"000028471","1.00","2023-01-12"
"000028472","1.00","2023-01-12"
"000028473","4.00","2023-01-12"
"000028474","1.00","2023-01-13"
"000028475","1.00","2023-01-12"
"000028476","2.00","2023-01-12"
"000028477","2.00","2023-01-12"
"000028478","1.00","2023-01-12"
"000028479","1.00","2023-01-13"
"000028480","1.00","2023-01-13"
"000028481","1.00","2023-01-13"
"000028482","1.00","2023-01-13"
"000028483","2.00","2023-01-13"
"000028484","1.00","2023-01-13"
"000028485","1.00","2023-01-13"
"000028487","1.00","2023-01-13"
"000028488","3.00","2023-01-27"
"000028489","1.00","2023-01-13"
"000028490","8.00","2023-01-13"
"000028491","1.00","2023-01-13"
"000028492","1.00","2023-01-13"
"000028493","2.00","2023-01-13"
"000028494","8.00","2023-01-13"
"000028495","8.00","2023-01-13"
"000028496","4.00","2023-01-13"
"000028497","1.00","2023-01-13"
"000028498","1.00","2023-01-13"
"000028500","1.00","2023-01-13"
"000028501","3.00","2023-01-13"
"000028502","2.00","2023-01-13"
"000028503","2.00","2023-01-13"
"000028504","1.00","2023-01-13"
"000028505","2.00","2023-01-13"
"000028506","1.00","2023-01-13"
"000028507","2.00","2023-01-13"
"000028508","2.00","2023-01-13"
"000028509","1.00","2023-01-13"
"000028510","1.00","2023-01-13"
"000028511","2.00","2023-01-13"
"000028512","8.00","2023-01-13"
"000028513","1.00","2023-01-13"
"000028514","1.00","2023-01-13"
"000028515","1.00","2023-01-13"
"000028516","1.00","2023-01-16"
"000028517","1.00","2023-01-14"
"000028518","1.00","2023-01-14"
"000028519","1.00","2023-01-14"
"000028520","1.00","2023-01-14"
"000028521","1.00","2023-01-14"
"000028522","2.00","2023-01-14"
"000028523","1.00","2023-01-14"
"000028524","4.00","2023-01-14"
"000028525","1.00","2023-01-14"
"000028526","1.00","2023-01-14"
"000028527","2.00","2023-01-14"
"000028528","1.00","2023-01-14"
"000028529","3.00","2023-01-14"
"000028530","1.00","2023-01-14"
"000028531","1.00","2023-01-14"
"000028532","4.00","2023-01-14"
"000028533","8.00","2023-01-14"
"000028534","1.00","2023-01-14"
"000028535","8.00","2023-01-14"
"000028536","1.00","2023-01-14"
"000028537","1.00","2023-01-14"
"000028538","1.00","2023-01-14"
"000028539","2.00","2023-01-14"
"000028541","1.00","2023-01-14"
"000028542","1.00","2023-01-14"
"000028543","1.00","2023-01-14"
"000028544","2.00","2023-01-14"
"000028545","1.00","2023-01-14"
"000028546","1.00","2023-01-14"
"000028547","1.00","2023-01-14"
"000028548","1.00","2023-01-14"
"000028549","1.00","2023-01-16"
"000028550","1.00","2023-01-16"
"000028551","1.00","2023-01-16"
"000028552","1.00","2023-01-16"
"000028553","1.00","2023-01-16"
"000028554","2.00","2023-01-16"
"000028555","1.00","2023-01-16"
"000028556","3.00","2023-01-16"
"000028557","1.00","2023-01-16"
"000028558","1.00","2023-01-17"
"000028559","1.00","2023-01-16"
"000028560","8.00","2023-01-16"
"000028561","1.00","2023-01-16"
"000028562","1.00","2023-01-16"
"000028564","8.00","2023-01-16"
"000028565","1.00","2023-01-16"
"000028567","1.00","2023-01-16"
"000028568","8.00","2023-01-16"
"000028569","1.00","2023-01-16"
"000028571","1.00","2023-01-16"
"000028572","1.00","2023-01-16"
"000028573","1.00","2023-01-16"
"000028574","1.00","2023-01-16"
"000028575","1.00","2023-01-16"
"000028576","2.00","2023-01-16"
"000028577","1.00","2023-01-16"
"000028578","2.00","2023-01-16"
"000028579","1.00","2023-01-16"
"000028582","1.00","2023-01-16"
"000028583","1.00","2023-01-17"
"000028584","1.00","2023-01-16"
"000028585","1.00","2023-01-17"
"000028586","1.00","2023-01-17"
"000028587","1.00","2023-01-17"
"000028588","1.00","2023-01-17"
"000028589","2.00","2023-01-17"
"000028590","8.00","2023-01-17"
"000028591","1.00","2023-01-17"
"000028592","1.00","2023-01-17"
"000028593","4.00","2023-01-17"
"000028594","1.00","2023-01-17"
"000028595","1.00","2023-01-17"
"000028596","1.00","2023-01-17"
"000028597","1.00","2023-01-17"
"000028599","1.00","2023-01-17"
"000028600","1.00","2023-01-17"
"000028601","1.00","2023-01-17"
"000028602","2.00","2023-01-17"
"000028603","1.00","2023-01-24"
"000028604","1.00","2023-01-17"
"000028605","2.00","2023-01-17"
"000028606","3.00","2023-01-17"
"000028607","1.00","2023-01-17"
"000028609","1.00","2023-01-17"
"000028610","1.00","2023-01-17"
"000028611","1.00","2023-01-17"
"000028612","1.00","2023-01-17"
"000028613","2.00","2023-01-17"
"000028614","1.00","2023-01-17"
"000028615","1.00","2023-01-17"
"000028616","1.00","2023-01-17"
"000028617","1.00","2023-01-17"
"000028618","1.00","2023-01-19"
"000028619","1.00","2023-01-17"
"000028620","1.00","2023-01-17"
"000028621","2.00","2023-01-17"
"000028622","2.00","2023-01-17"
"000028623","1.00","2023-01-17"
"000028624","8.00","2023-01-17"
"000028625","1.00","2023-01-17"
"000028626","1.00","2023-01-18"
"000028628","1.00","2023-01-17"
"000028629","1.00","2023-01-17"
"000028630","1.00","2023-01-17"
"000028631","1.00","2023-01-17"
"000028632","1.00","2023-01-17"
"000028634","2.00","2023-01-17"
"000028635","8.00","2023-01-17"
"000028636","2.00","2023-01-18"
"000028637","1.00","2023-01-17"
"000028638","1.00","2023-01-17"
"000028639","1.00","2023-01-17"
"000028641","1.00","2023-01-17"
"000028642","1.00","2023-01-18"
"000028643","1.00","2023-01-18"
"000028644","1.00","2023-01-18"
"000028645","2.00","2023-01-18"
"000028646","1.00","2023-01-18"
"000028647","1.00","2023-01-18"
"000028648","1.00","2023-01-18"
"000028649","1.00","2023-01-18"
"000028650","1.00","2023-01-18"
"000028651","3.00","2023-01-18"
"000028652","2.00","2023-01-18"
"000028653","8.00","2023-01-18"
"000028654","1.00","2023-01-18"
"000028655","1.00","2023-01-18"
"000028656","2.00","2023-01-18"
"000028657","1.00","2023-01-18"
"000028658","1.00","2023-01-18"
"000028659","3.00","2023-01-18"
"000028660","2.00","2023-01-18"
"000028661","2.00","2023-01-18"
"000028662","1.00","2023-01-19"
"000028663","1.00","2023-01-18"
"000028664","1.00","2023-01-18"
"000028665","1.00","2023-01-18"
"000028666","1.00","2023-01-19"
"000028667","2.00","2023-01-25"
"000028668","1.00","2023-01-19"
"000028669","1.00","2023-01-19"
"000028670","1.00","2023-01-19"
"000028671","1.00","2023-01-19"
"000028672","1.00","2023-01-19"
"000028673","1.00","2023-01-19"
"000028674","2.00","2023-01-19"
"000028675","1.00","2023-01-19"
"000028676","2.00","2023-01-19"
"000028677","8.00","2023-01-19"
"000028678","8.00","2023-01-19"
"000028679","1.00","2023-01-19"
"000028681","2.00","2023-01-19"
"000028683","1.00","2023-01-19"
"000028684","1.00","2023-01-19"
"000028685","1.00","2023-01-19"
"000028686","1.00","2023-01-19"
"000028687","1.00","2023-01-19"
"000028688","1.00","2023-01-19"
"000028689","1.00","2023-01-19"
"000028691","1.00","2023-01-19"
"000028692","2.00","2023-01-19"
"000028693","1.00","2023-01-19"
"000028694","1.00","2023-01-19"
"000028695","1.00","2023-01-25"
"000028696","1.00","2023-01-23"
"000028697","1.00","2023-01-19"
"000028698","8.00","2023-01-19"
"000028699","1.00","2023-01-19"
"000028700","2.00","2023-01-19"
"000028701","1.00","2023-01-19"
"000028702","1.00","2023-01-19"
"000028703","1.00","2023-01-19"
"000028704","2.00","2023-01-19"
"000028705","1.00","2023-01-19"
"000028706","1.00","2023-01-21"
"000028707","1.00","2023-01-19"
"000028708","8.00","2023-01-19"
"000028709","8.00","2023-01-19"
"000028710","8.00","2023-01-19"
"000028711","2.00","2023-01-20"
"000028712","1.00","2023-01-20"
"000028713","4.00","2023-01-20"
"000028714","3.00","2023-01-20"
"000028715","1.00","2023-01-20"
"000028716","2.00","2023-01-20"
"000028717","1.00","2023-01-20"
"000028718","1.00","2023-01-20"
"000028719","2.00","2023-01-20"
"000028720","1.00","2023-01-20"
"000028721","2.00","2023-01-20"
"000028722","3.00","2023-01-20"
"000028723","1.00","2023-01-20"
"000028724","1.00","2023-01-20"
"000028725","1.00","2023-01-20"
"000028726","2.00","2023-01-20"
"000028727","1.00","2023-01-20"
"000028728","1.00","2023-01-20"
"000028729","1.00","2023-01-20"
"000028730","3.00","2023-01-21"
"000028732","3.00","2023-01-21"
"000028733","1.00","2023-01-20"
"000028734","1.00","2023-01-20"
"000028735","1.00","2023-01-21"
"000028736","1.00","2023-01-20"
"000028737","2.00","2023-01-20"
"000028738","1.00","2023-01-20"
"000028739","1.00","2023-01-20"
"000028740","1.00","2023-01-20"
"000028741","8.00","2023-01-20"
"000028742","1.00","2023-01-21"
"000028743","1.00","2023-01-20"
"000028744","1.00","2023-01-20"
"000028746","1.00","2023-01-21"
"000028747","2.00","2023-01-21"
"000028748","2.00","2023-01-21"
"000028749","1.00","2023-01-21"
"000028751","1.00","2023-01-21"
"000028752","1.00","2023-01-21"
"000028753","1.00","2023-01-21"
"000028754","1.00","2023-01-21"
"000028755","1.00","2023-01-21"
"000028757","1.00","2023-01-21"
"000028758","2.00","2023-01-21"
"000028759","1.00","2023-01-21"
"000028760","1.00","2023-01-21"
"000028761","1.00","2023-01-21"
"000028762","1.00","2023-01-21"
"000028763","1.00","2023-01-21"
"000028764","1.00","2023-01-21"
"000028765","4.00","2023-01-21"
"000028767","1.00","2023-01-21"
"000028768","1.00","2023-01-21"
"000028769","1.00","2023-01-21"
"000028770","2.00","2023-01-21"
"000028771","2.00","2023-01-21"
"000028772","1.00","2023-01-21"
"000028773","1.00","2023-01-23"
"000028774","2.00","2023-01-21"
"000028775","2.00","2023-01-21"
"000028776","1.00","2023-01-21"
"000028777","1.00","2023-01-21"
"000028778","1.00","2023-01-23"
"000028780","1.00","2023-01-23"
"000028781","1.00","2023-01-23"
"000028782","1.00","2023-01-23"
"000028783","1.00","2023-01-23"
"000028784","1.00","2023-01-23"
"000028785","1.00","2023-01-23"
"000028786","2.00","2023-01-23"
"000028787","1.00","2023-01-23"
"000028788","2.00","2023-01-23"
"000028790","2.00","2023-01-23"
"000028791","1.00","2023-01-23"
"000028792","1.00","2023-01-23"
"000028793","3.00","2023-01-23"
"000028794","8.00","2023-01-23"
"000028795","1.00","2023-01-23"
"000028796","2.00","2023-01-23"
"000028797","8.00","2023-01-23"
"000028798","1.00","2023-01-23"
"000028799","8.00","2023-01-23"
"000028800","2.00","2023-01-23"
"000028801","2.00","2023-01-23"
"000028802","1.00","2023-01-25"
"000028803","1.00","2023-01-23"
"000028804","1.00","2023-01-23"
"000028805","1.00","2023-01-23"
"000028806","3.00","2023-01-23"
"000028807","8.00","2023-01-24"
"000028808","1.00","2023-01-25"
"000028809","8.00","2023-01-23"
"000028810","1.00","2023-01-24"
"000028811","1.00","2023-01-24"
"000028812","1.00","2023-01-24"
"000028813","1.00","2023-01-24"
"000028814","1.00","2023-01-24"
"000028815","2.00","2023-01-24"
"000028816","1.00","2023-01-24"
"000028817","1.00","2023-01-24"
"000028818","1.00","2023-01-24"
"000028819","2.00","2023-01-24"
"000028820","1.00","2023-01-24"
"000028821","1.00","2023-01-24"
"000028822","2.00","2023-01-24"
"000028823","1.00","2023-01-24"
"000028824","1.00","2023-01-24"
"000028825","1.00","2023-01-24"
"000028826","1.00","2023-01-24"
"000028827","1.00","2023-01-24"
"000028828","2.00","2023-01-24"
"000028829","2.00","2023-01-24"
"000028830","2.00","2023-01-24"
"000028831","1.00","2023-01-24"
"000028832","1.00","2023-01-24"
"000028833","2.00","2023-01-24"
"000028834","1.00","2023-01-24"
"000028835","1.00","2023-01-24"
"000028837","2.00","2023-01-24"
"000028838","2.00","2023-01-24"
"000028839","3.00","2023-01-24"
"000028840","2.00","2023-01-24"
"000028841","1.00","2023-01-25"
"000028842","1.00","2023-01-25"
"000028843","1.00","2023-01-25"
"000028844","1.00","2023-01-24"
"000028845","1.00","2023-01-24"
"000028846","1.00","2023-01-26"
"000028847","1.00","2023-01-24"
"000028848","1.00","2023-01-24"
"000028849","1.00","2023-01-24"
"000028850","1.00","2023-01-24"
"000028851","1.00","2023-01-25"
"000028852","1.00","2023-01-25"
"000028853","1.00","2023-01-25"
"000028854","1.00","2023-01-25"
"000028855","1.00","2023-01-25"
"000028856","1.00","2023-01-25"
"000028857","1.00","2023-01-25"
"000028858","1.00","2023-01-25"
"000028859","1.00","2023-01-25"
"000028860","1.00","2023-01-25"
"000028861","1.00","2023-01-25"
"000028862","1.00","2023-01-25"
"000028863","2.00","2023-01-25"
"000028864","2.00","2023-01-25"
"000028865","1.00","2023-01-25"
"000028866","1.00","2023-01-25"
"000028867","1.00","2023-01-25"
"000028868","3.00","2023-01-25"
"000028869","1.00","2023-01-25"
"000028870","1.00","2023-01-25"
"000028871","1.00","2023-01-25"
"000028873","1.00","2023-01-25"
"000028874","2.00","2023-01-25"
"000028875","1.00","2023-01-25"
"000028876","1.00","2023-01-25"
"000028877","1.00","2023-01-25"
"000028878","3.00","2023-01-26"
"000028879","1.00","2023-01-26"
"000028880","1.00","2023-01-25"
"000028881","1.00","2023-01-25"
"000028882","1.00","2023-01-26"
"000028883","1.00","2023-01-25"
"000028884","4.00","2023-01-26"
"000028885","1.00","2023-01-25"
"000028886","1.00","2023-01-25"
"000028887","2.00","2023-01-25"
"000028888","2.00","2023-01-26"
"000028891","3.00","2023-01-26"
"000028893","3.00","2023-01-26"
"000028894","1.00","2023-01-26"
"000028895","2.00","2023-01-26"
"000028896","4.00","2023-01-26"
"000028897","1.00","2023-01-26"
"000028900","1.00","2023-01-26"
"000028901","1.00","2023-01-26"
"000028902","2.00","2023-01-26"
"000028903","1.00","2023-01-26"
"000028904","2.00","2023-01-26"
"000028905","1.00","2023-01-26"
"000028906","1.00","2023-01-26"
"000028908","1.00","2023-01-26"
"000028909","1.00","2023-01-26"
"000028910","1.00","2023-01-26"
"000028911","1.00","2023-01-26"
"000028912","1.00","2023-01-26"
"000028913","1.00","2023-01-26"
"000028914","2.00","2023-01-26"
"000028915","3.00","2023-01-26"
"000028916","1.00","2023-01-26"
"000028917","1.00","2023-01-26"
"000028918","1.00","2023-01-27"
"000028919","1.00","2023-01-26"
"000028920","1.00","2023-01-26"
"000028921","1.00","2023-01-26"
"000028922","1.00","2023-01-26"
"000028923","1.00","2023-01-26"
"000028924","1.00","2023-01-26"
"000028925","1.00","2023-01-26"
"000028926","2.00","2023-01-26"
"000028927","8.00","2023-01-26"
"000028928","1.00","2023-01-26"
"000028929","1.00","2023-03-08"
"000028930","1.00","2023-01-27"
"000028931","1.00","2023-01-27"
"000028932","1.00","2023-01-26"
"000028934","8.00","2023-01-27"
"000028935","2.00","2023-01-27"
"000028937","2.00","2023-01-27"
"000028938","2.00","2023-01-27"
"000028939","1.00","2023-01-27"
"000028940","1.00","2023-01-27"
"000028941","1.00","2023-01-27"
"000028942","1.00","2023-01-27"
"000028943","2.00","2023-01-27"
"000028944","4.00","2023-01-27"
"000028946","3.00","2023-01-27"
"000028947","1.00","2023-01-27"
"000028948","1.00","2023-01-27"
"000028949","1.00","2023-01-27"
"000028950","1.00","2023-01-27"
"000028951","1.00","2023-01-27"
"000028952","1.00","2023-01-27"
