"PRCD_ID_PROCEDIMIENTO";"PRCD_V_CODPRO_MINSA";"PRCD_V_CODPROCEDIMIENTO";"PRCD_V_DESPROCEDIMIENTO";"PRCD_I_ESTADO";"PRCD_D_FECBAJA";"PRCD_V_CODSEG";"PRCD_V_CODGRU";"PRCD_V_CODSUB";"PRCD_V_DOCUMENTO";"PRCD_I_IDUSUARIOCREA";"PRCD_D_FECCREA";"PRCD_V_DOCUMENTOCREA";"PRCD_I_IDUSUARIOACT";"PRCD_D_FECACT";"PRCD_V_DOCUMENTOACT";"PRCD_B_FLAGREGISTROELIMINADO";"PRCD_C_CONDICION";"PRCD_V_TIPORESULTADO";"PRCD_V_CODPROCEDIMEQUIVALEN"
7077;"25360";"25360";"Osteotomía, cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7078;"25365";"25365";"Osteotomía, radio y cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7079;"25370";"25370";"Osteotomías múltiples, con la realineación en varilla intramedular (procedimiento Sofield tipo), radio o el cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7080;"25375";"25375";"Osteotomías múltiples, con la realineación en varilla intramedular (procedimiento Sofield tipo), el radio y el cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7081;"25391";"25391";"Osteoplastia, el radio o el cúbito, alargamiento con autoinjerto";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7082;"25392";"25392";"Osteoplastia, el radio y el cúbito, acortamiento (excluyendo 64876)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7083;"25393";"25393";"Osteoplastia, el radio y el cúbito, alargamiento con autoinjerto";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7084;"25394";"25394";"Osteoplastia, los huesos del carpo, acortando";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7085;"25400";"25400";"Reparación de falta de unión o mala unión, el radio o el cúbito, sin injerto (por ejemplo, la técnica de compresión)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7086;"25405";"25405";"Reparación de falta de unión o mala unión, el radio o el cúbito, con autoinjerto (incluye la obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7087;"25415";"25415";"Reparación de falta de unión o mala unión, el radio y el cúbito, sin injerto (por ejemplo, la técnica de compresión)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7088;"25420";"25420";"Reparación de falta de unión o mala unión, el radio y el cúbito, con autoinjerto (incluye la obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7089;"25425";"25425";"La reparación del defecto con autoinjerto, radio o cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7090;"25426";"25426";"La reparación del defecto con autoinjerto, el radio y el cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7091;"25430";"25430";"La inserción del pedículo vascular en el hueso del carpo (por ejemplo, Hori procedimiento)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7092;"25431";"25431";"Reparación de pseudoartrosis de los huesos del carpo (excepto escafoides carpiano (navicular)) (incluye la obtención de fijación del injerto y necesario), cada hueso";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7093;"25442";"25442";"La artroplastia con reemplazo protésico, distal del cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7094;"25443";"25443";"La artroplastia con reemplazo protésico, escafoides carpiano (navicular)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7095;"25444";"25444";"La artroplastia con reemplazo protésico, semilunar";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7096;"25445";"25445";"La artroplastia con reemplazo protésico, trapecio";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7097;"25446";"25446";"La artroplastia con reemplazo protésico, distal del radio y el carpo parcial o total (total de muñeca)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7098;"25447";"25447";"Artroplastia de interposición, las articulaciones carpometacarpiana o intercarpianas";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7099;"25455";"25455";"Acortamiento óseo por epifisiodesis o grapado, distal del radio y el cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7100;"25490";"25490";"El tratamiento profiláctico (clavos, clavos, placas o cableado) con o sin metilmetacrilato, radio";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7101;"25491";"25491";"El tratamiento profiláctico (clavos, clavos, placas o cableado) con o sin metilmetacrilato, cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7102;"25492";"25492";"El tratamiento profiláctico (clavos, clavos, placas o cableado) con o sin metilmetacrilato, radio y cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7103;"";"25510";"El tratamiento de las fracturas abiertas eje radial, con el cierre del tejido blando sin complicaciones";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7104;"25520";"25520";"Tratamiento cerrado de fractura de la diáfisis radial y tratamiento cerrada de la luxación de la articulación radio-cubital distal (fractura de Galeazzi / dislocación)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7105;"25525";"25525";"Tratamiento abierto de fractura de la diáfisis radial, incluye la fijación interna, cuando se realiza, y el tratamiento cerrada de la luxación radiocubital distal articular (fracturas de Galeazzi / lu";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7106;"25530";"25530";"Tratamiento cerrado de fracturas diafisarias de cúbito, sin manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7107;"25535";"25535";"Tratamiento cerrado de fracturas diafisarias de cúbito, con manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7108;"";"25540";"El tratamiento de las fracturas abiertas eje cubital, con el cierre del tejido blando sin complicaciones";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7109;"25545";"25545";"Tratamiento abierto de fractura cubital eje, incluye la fijación interna, cuando se realiza";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7110;"25560";"25560";"Tratamiento cerrado de fracturas diafisarias de radio y cúbito, sin manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7111;"25565";"25565";"Tratamiento cerrado de fracturas diafisarias de radio y cúbito, con manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7112;"";"25570";"El tratamiento de las fracturas abiertas diafisarias de radio y cúbito, con cierre sin complicaciones del tejido blando";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7113;"25575";"25575";"Abrir el tratamiento de las fracturas diafisarias de radio y cúbito, con fijación interna, cuando se realiza, de radio y el cúbito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7114;"25600";"25600";"Tratamiento cerrado de la fractura distal del radio (por ejemplo, tipo Colles o Smith) o separación epifisaria, incluye el tratamiento cerrado de fractura de estiloides cubital, cuando se realiza, sin";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7115;"25605";"25605";"Tratamiento cerrado de la fractura distal del radio (por ejemplo, tipo Colles o Smith) o separación epifisaria, incluye el tratamiento cerrado de fractura de estiloides cubital, cuando se realiza, con";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7116;"25607";"25607";"Abra el tratamiento de radio distal extra-articular fractura o separación epifisaria, con fijación interna";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7117;"25608";"25608";"Tratamiento abierto de distal radial intra-articular o fractura epifisaria separación, con la fijación interna de 2 fragmentos";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7118;"25609";"25609";"Tratamiento abierto de distal radial intra-articular fractura o separación epifisaria, con la fijación interna de 3 o más fragmentos";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7119;"";"25610";"Tratamiento de cerrado, fractura compleja, distal radial (por ejemplo, tipo Colles o Smith) o separación epifisaria, con o sin fractura de estiloides cubital, que requieren la manipulación, sin fijaci";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7120;"";"25615";"El tratamiento de la fractura de radio distal abierto (por ejemplo, tipo Colles o Smith) o separación epifisaria, con o sin fractura de estiloides cubital, con el cierre del tejido blando sin complica";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7121;"25622";"25622";"Tratamiento cerrado de escafoides carpiano (navicular) fractura, sin manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7122;"25624";"25624";"Tratamiento cerrado de escafoides carpiano (navicular) fractura, con la manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7123;"";"25626";"Tratamiento del escafoides carpiano abierto (navicular) fractura, con el cierre de los tejidos blandos sin complicaciones";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7124;"25628";"25628";"Tratamiento abierto de escafoides carpiano (navicular) fractura, incluye la fijación interna, cuando se realiza";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7125;"25635";"25635";"Tratamiento cerrado de fracturas de los huesos del carpo (excepto escafoides carpiano [navicular]), con manipulación, cada hueso";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7126;"";"25640";"El tratamiento de la fractura abierta de hueso del carpo (excepto escafoides carpiano [navicular]), con cierre sin complicaciones del tejido blando, cada hueso";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7127;"25650";"25650";"Tratamiento cerrado de fractura de estiloides cubital";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7128;"25651";"25651";"Fijación percutánea esquelético de fractura cubital estiloides";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7129;"25652";"25652";"Abrir el tratamiento de la fractura de estiloides cubital";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7130;"25660";"25660";"Tratamiento cerrado de luxación radiocarpiana o intercarpiana, 1 o más huesos, con la manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7131;"";"25665";"Tratamiento de la dislocación abierta radiocarpiana o intercarpiana, uno o más huesos, con cierre de tejido blando sin complicaciones";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7132;"25670";"25670";"Abrir el tratamiento de la luxación radiocarpiana o intercarpiana, 1 o más huesos";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7133;"25671";"25671";"Fijación percutánea del esqueleto de la luxación radiocubital distal";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7134;"25675";"25675";"Tratamiento cerrado de luxación radiocubital distal con manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7135;"25680";"25680";"Tratamiento cerrado de trans-scaphoperilunar tipo de luxación fractura, con la manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7136;"25685";"25685";"Tratamiento abierto de trans-scaphoperilunar tipo de fractura-luxación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7137;"25690";"25690";"Tratamiento cerrado de luxación del semilunar, con manipulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7138;"25695";"25695";"Abrir el tratamiento de la luxación del semilunar";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7139;"25805";"25805";"Artrodesis, muñeca, con el desplazamiento del injerto";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7140;"25810";"25810";"Artrodesis, muñeca, con ilíaca o autoinjerto otro (incluye obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7141;"25820";"25820";"Artrodesis, muñeca, limitado, sin injerto óseo (por ejemplo, intercarpiana o radiocarpiana)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7142;"25825";"25825";"Artrodesis, muñeca, con autoinjerto (incluye la obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7143;"25830";"25830";"Artrodesis, articulación radio-cubital distal con resección segmentaria de cúbito, con o sin injerto óseo (por ejemplo, Sauve-Kapandji procedimiento)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7144;"25905";"25905";"Amputación, antebrazo, a través de radio y cúbito, abierto, circular (guillotina)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7145;"25907";"25907";"Amputación, antebrazo, a través de radio y el cúbito, el cierre secundario o revisión de cicatriz";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7146;"25909";"25909";"Amputación, antebrazo, a través de radio y cúbito, volver a la amputación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7147;"25915";"25915";"Krukenberg procedimiento";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7148;"25924";"25924";"Desarticulación a través de la muñeca, re-amputación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7149;"25929";"25929";"Transmetacarpal amputación, cierre secundario o revisión de cicatriz";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7150;"25931";"25931";"Amputación Transmetacarpal, re-amputación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7151;"25999";"25999";"Procedimiento Cotizadas, el antebrazo o la muñeca";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7152;"26010";"26010";"El drenaje de absceso dedo, simple";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7153;"26011";"26011";"El drenaje de absceso dedo, complicado (por ejemplo, criminal,)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7154;"26030";"26030";"El drenaje de palmar bolsa, múltiple bolsa";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7155;"26035";"26035";"Descompresión dedos y / o manos, lesiones por inyección (por ejemplo, bomba de engrase)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7156;"26045";"26045";"Fasciotomía, palmar (por ejemplo, la contractura de Dupuytren), abierta, parcial";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7157;"26060";"26060";"Tenotomía percutánea, único, cada dígito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7158;"26075";"26075";"Artrotomía con exploración, drenaje o extirpación de cuerpo suelto o extranjera, articulación metacarpofalángica, cada";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7159;"26080";"26080";"Artrotomía con exploración, drenaje o extirpación de cuerpo suelto o extranjera, articulación interfalángica, cada";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7160;"26100";"26100";"Artrotomía con biopsia, articulación carpometacarpiana, cada";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7161;"26105";"26105";"Artrotomía con biopsia, articulación metacarpofalángica, cada";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7162;"26110";"26110";"Artrotomía con biopsia, articulación interfalángica, cada";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7163;"26111";"26111";"Escisión, tumor o malformación vascular, tejido blando de mano o un dedo, subcutánea, 1,5 cm o mayor";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7164;"26113";"26113";"Escisión, tejido tumoral, suave, o malformación vascular, de la mano o el dedo, subfascial (por ejemplo, intramuscular), 1,5 cm o mayor";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7165;"26116";"26116";"Escisión, tejido tumoral, suave, o malformación vascular, de la mano o el dedo, subfascial (por ejemplo, intramuscular), menos de 15 cm";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7166;"26118";"26118";"La resección radical del tumor (neoplasia por ejemplo, maligno), el tejido blando de mano o dedo, cm 3 o mayor";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7167;"";"26120";"Fasciectomía, palmar y sencillas, por contractura de Dupuytren, la escisión parcial";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7168;"";"26122";"Fasciectomía, palmar y sencillas, por contractura de Dupuytren, hasta fascia palmar de la mitad, con la participación de un solo dígito, con o sin Z-plastia de reorganización o de otro tejido local";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7169;"26123";"26123";"Fasciectomía, palmar parcial con liberación de un solo dígito incluyendo articulación interfalángica proximal, con o sin Z-plastia, el reordenamiento de otro tejido local, o injerto de piel (incluye l";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7170;"";"26124";"Fasciectomía, palmar, complicadas de la piel, lo que requiere injerto (incluye la obtención del injerto), con la participación de un solo dígito";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7171;"26125";"26125";"Fasciectomía, palmar parcial con liberación de un solo dígito incluida articulación interfalángica proximal, con o sin Z-plastia, otra reorganización del tejido local, o injerto de piel (incluye la ob";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7172;"";"26126";"Fasciectomía, palmar, complicadas de la piel, lo que requiere injerto (incluye la obtención del injerto), cada dígito adicional";"0";"";"";"";"";"-";1;"2017-09-15";"-";0;"";"-";0;"N";"V";""
7173;"26135";"26135";"La sinovectomía, articulación metacarpofalángica incluyendo la liberación y la reconstrucción intrínseco capucha extensor, cada dígito";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7174;"26140";"26140";"La sinovectomía, articulación interfalángica proximal, incluyendo la reconstrucción extensor, cada articulación interfalángica";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7175;"26160";"26160";"Escisión de lesión de la vaina del tendón o cápsula articular (por ejemplo, quiste, quiste mucoso, o ganglión), mano o dedos";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7176;"26170";"26170";"Escisión de tendón, palma, flexor o extensor, único, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7177;"26180";"26180";"Escisión de tendón, dedo, flexor o extensor, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7178;"26205";"26205";"Escisión o legrado de quiste óseo o tumor benigno del metacarpo, con autoinjerto (incluye la obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7179;"26210";"26210";"Escisión o legrado de quiste óseo o tumor benigno de la falange proximal, media y distal del dedo,";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7180;"26215";"26215";"Escisión o legrado de quiste óseo o tumor benigno de la falange proximal, media y distal del dedo, con autoinjerto (incluye la obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7181;"26235";"26235";"Escisión parcial (craterization, aplanamiento o diaphysectomy) ósea (por ejemplo, osteomielitis), falange proximal del dedo medio o";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7182;"26236";"26236";"Escisión parcial (craterization, aplanamiento o diaphysectomy) ósea (por ejemplo, osteomielitis), falange distal del dedo";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7183;"26255";"26255";"La resección radical, metacarpiano (tumor ejemplo), con autoinjerto (incluye la obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7184;"26260";"26260";"La resección radical del tumor de la falange proximal del dedo medio o";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7185;"26261";"26261";"La resección radical, falange proximal o medio de dedo (por ejemplo, tumor), con autoinjerto (incluye la obtención de injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7186;"26262";"26262";"La resección radical del tumor de la falange distal del dedo";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7187;"26340";"26340";"La manipulación, finger joint, bajo anestesia, cada articulación";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7188;"26352";"26352";"La reparación o el avance, tendón flexor, no en la zona 2 vaina del tendón flexor digital (por ejemplo, tierra de nadie), secundaria con injerto libre (incluye obtención del injerto), cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7189;"26356";"26356";"La reparación o el avance, tendón flexor, en la zona 2 vaina del tendón flexor digital (por ejemplo, tierra de nadie), primaria, sin injerto libre, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7190;"26357";"26357";"La reparación o el avance, tendón flexor, en la zona 2 vaina del tendón flexor digital (por ejemplo, tierra de nadie), secundaria, sin injerto libre, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7191;"26358";"26358";"La reparación o el avance, tendón flexor, en la zona 2 vaina del tendón flexor digital (por ejemplo, tierra de nadie), secundaria, con injerto libre (incluye obtención del injerto), cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7192;"26372";"26372";"La reparación o el avance de tendón profundo, superficial, con los tendones intactos, secundaria con injerto libre (incluye obtención del injerto), cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7193;"26373";"26373";"La reparación o el avance de tendón profundo, superficial, con los tendones intactos, secundarias sin injerto libre, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7194;"26390";"26390";"La escisión del tendón flexor, con la implantación de la varilla sintética para retrasada del injerto de tendón, mano o dedo, cada barra";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7195;"26392";"26392";"La eliminación de varilla sintética y la inserción de injerto de tendón flexor, la mano o el dedo (incluye la obtención de injerto), cada varilla";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7196;"26412";"26412";"Reparación, tendón extensor, mano, primaria o secundaria, con injerto libre (incluye la obtención de injerto), cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7197;"26415";"26415";"Escisión de tendón extensor, con la implantación de la varilla sintética para retrasada del injerto de tendón, mano o dedo, cada barra";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7198;"26416";"26416";"La eliminación de varilla sintética y la inserción de injerto de tendón extensor (incluye la obtención de injerto), la mano o el dedo, cada varilla";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7199;"26418";"26418";"Reparación, tendón extensor, dedo, primaria o secundaria, sin injerto libre, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7200;"26420";"26420";"Reparación, tendón extensor, dedo, primaria o secundaria, con injerto libre (incluye obtención del injerto), cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7201;"26426";"26426";"Reparación de tendón extensor, deslizamiento central, secundaria (por ejemplo, boutonniere deformidad), utilizando tejido local (s), incluyendo la banda lateral (s), cada dedo";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7202;"26428";"26428";"La reparación del tendón extensor, deslizamiento central, secundario (por ejemplo, la flor en el ojal deformidad), con injerto libre (incluye obtención del injerto), cada dedo";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7203;"26432";"26432";"Tratamiento cerrado de inserción distal del tendón extensor, con o sin colocación de clavos percutáneos (por ejemplo, dedo en martillo)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7204;"26433";"26433";"Reparación de tendón extensor, inserción distal, primaria o secundaria, sin injerto (por ejemplo, dedo en martillo)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7205;"26434";"26434";"La reparación del tendón extensor, inserción distal, primaria o secundaria, con injerto libre (incluye obtención del injerto)";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
7206;"26442";"26442";"Tenólisis, tendón flexor, palma y dedos, cada tendón";"0";"";"";"";"";"-";1;"2017-09-15";"-";1;"2018-04-04";"-";0;"N";"V";""
